component_model_id,season,location,target,weight
Dynamic Harmonic Model,2011/2012,HHS Region 3,2 wk ahead,0.855790140081751
Historical Average,2011/2012,HHS Region 3,2 wk ahead,1.09740805861321e-06
Subtype Historical Average,2011/2012,HHS Region 3,2 wk ahead,0.14420876251019
Dynamic Harmonic Model,2012/2013,HHS Region 3,2 wk ahead,0.926880565799422
Historical Average,2012/2013,HHS Region 3,2 wk ahead,9.49973004860658e-07
Subtype Historical Average,2012/2013,HHS Region 3,2 wk ahead,0.0731184842275731
Dynamic Harmonic Model,2013/2014,HHS Region 3,2 wk ahead,0.91425921855103
Historical Average,2013/2014,HHS Region 3,2 wk ahead,1.12172148769348e-06
Subtype Historical Average,2013/2014,HHS Region 3,2 wk ahead,0.085739659727482
Dynamic Harmonic Model,2014/2015,HHS Region 3,2 wk ahead,0.964037582762857
Historical Average,2014/2015,HHS Region 3,2 wk ahead,4.39199030501174e-06
Subtype Historical Average,2014/2015,HHS Region 3,2 wk ahead,0.0359580252468376
Dynamic Harmonic Model,2015/2016,HHS Region 3,2 wk ahead,0.889367771335093
Historical Average,2015/2016,HHS Region 3,2 wk ahead,9.81779187261837e-07
Subtype Historical Average,2015/2016,HHS Region 3,2 wk ahead,0.11063124688572
Dynamic Harmonic Model,2016/2017,HHS Region 3,2 wk ahead,0.899906275624893
Historical Average,2016/2017,HHS Region 3,2 wk ahead,9.31627642536466e-07
Subtype Historical Average,2016/2017,HHS Region 3,2 wk ahead,0.100092792747465
Dynamic Harmonic Model,2017/2018,HHS Region 3,2 wk ahead,0.926204002916988
Historical Average,2017/2018,HHS Region 3,2 wk ahead,5.50356218837869e-07
Subtype Historical Average,2017/2018,HHS Region 3,2 wk ahead,0.0737954467267932
Dynamic Harmonic Model,2010/2011,HHS Region 4,2 wk ahead,0.956891475770284
Historical Average,2010/2011,HHS Region 4,2 wk ahead,5.24870713192455e-07
Subtype Historical Average,2010/2011,HHS Region 4,2 wk ahead,0.0431079993590025
Dynamic Harmonic Model,2011/2012,HHS Region 4,2 wk ahead,0.963227792452271
Historical Average,2011/2012,HHS Region 4,2 wk ahead,4.08124289617627e-07
Subtype Historical Average,2011/2012,HHS Region 4,2 wk ahead,0.0367717994234392
Dynamic Harmonic Model,2012/2013,HHS Region 4,2 wk ahead,0.961569263217429
Historical Average,2012/2013,HHS Region 4,2 wk ahead,4.44059929831867e-07
Subtype Historical Average,2012/2013,HHS Region 4,2 wk ahead,0.038430292722641
Dynamic Harmonic Model,2013/2014,HHS Region 4,2 wk ahead,0.966558228126049
Historical Average,2013/2014,HHS Region 4,2 wk ahead,8.30420207471933e-07
Subtype Historical Average,2013/2014,HHS Region 4,2 wk ahead,0.0334409414537437
Dynamic Harmonic Model,2014/2015,HHS Region 4,2 wk ahead,0.999999689762419
Historical Average,2014/2015,HHS Region 4,2 wk ahead,2.02266220205245e-08
Subtype Historical Average,2014/2015,HHS Region 4,2 wk ahead,2.90010958860042e-07
Dynamic Harmonic Model,2015/2016,HHS Region 4,2 wk ahead,0.965094146930782
Historical Average,2015/2016,HHS Region 4,2 wk ahead,4.01328576202564e-07
Subtype Historical Average,2015/2016,HHS Region 4,2 wk ahead,0.0349054517406415
Dynamic Harmonic Model,2016/2017,HHS Region 4,2 wk ahead,0.947972496618752
Historical Average,2016/2017,HHS Region 4,2 wk ahead,5.44461520616613e-07
Subtype Historical Average,2016/2017,HHS Region 4,2 wk ahead,0.0520269589197278
Dynamic Harmonic Model,2017/2018,HHS Region 4,2 wk ahead,0.96545726852056
Historical Average,2017/2018,HHS Region 4,2 wk ahead,4.0029306404825e-07
Subtype Historical Average,2017/2018,HHS Region 4,2 wk ahead,0.0345423311863759
Dynamic Harmonic Model,2010/2011,HHS Region 5,2 wk ahead,0.941178271890527
Historical Average,2010/2011,HHS Region 5,2 wk ahead,1.91746412252875e-07
Subtype Historical Average,2010/2011,HHS Region 5,2 wk ahead,0.0588215363630604
Dynamic Harmonic Model,2011/2012,HHS Region 5,2 wk ahead,0.932074137565871
Historical Average,2011/2012,HHS Region 5,2 wk ahead,2.33855132746057e-07
Subtype Historical Average,2011/2012,HHS Region 5,2 wk ahead,0.067925628578996
Dynamic Harmonic Model,2012/2013,HHS Region 5,2 wk ahead,0.921847602431265
Historical Average,2012/2013,HHS Region 5,2 wk ahead,2.46570796523824e-07
Subtype Historical Average,2012/2013,HHS Region 5,2 wk ahead,0.0781521509979388
Dynamic Harmonic Model,2013/2014,HHS Region 5,2 wk ahead,0.947645271425308
Historical Average,2013/2014,HHS Region 5,2 wk ahead,3.36102807085534e-07
Subtype Historical Average,2013/2014,HHS Region 5,2 wk ahead,0.0523543924718853
Dynamic Harmonic Model,2014/2015,HHS Region 5,2 wk ahead,0.975455861184627
Historical Average,2014/2015,HHS Region 5,2 wk ahead,4.82505919447413e-06
Subtype Historical Average,2014/2015,HHS Region 5,2 wk ahead,0.0245393137561781
Dynamic Harmonic Model,2015/2016,HHS Region 5,2 wk ahead,0.935042103085351
Historical Average,2015/2016,HHS Region 5,2 wk ahead,2.5500320761347e-07
Subtype Historical Average,2015/2016,HHS Region 5,2 wk ahead,0.0649576419114419
Dynamic Harmonic Model,2016/2017,HHS Region 5,2 wk ahead,0.931429870718705
Historical Average,2016/2017,HHS Region 5,2 wk ahead,2.43049068722708e-07
Subtype Historical Average,2016/2017,HHS Region 5,2 wk ahead,0.068569886232226
Dynamic Harmonic Model,2017/2018,HHS Region 5,2 wk ahead,0.952659078961559
Historical Average,2017/2018,HHS Region 5,2 wk ahead,9.96614637181738e-08
Subtype Historical Average,2017/2018,HHS Region 5,2 wk ahead,0.0473408213769771
Dynamic Harmonic Model,2010/2011,HHS Region 6,2 wk ahead,0.999999901971857
Historical Average,2010/2011,HHS Region 6,2 wk ahead,3.38508923239975e-09
Subtype Historical Average,2010/2011,HHS Region 6,2 wk ahead,9.46430539551166e-08
Dynamic Harmonic Model,2011/2012,HHS Region 6,2 wk ahead,0.999999884207847
Historical Average,2011/2012,HHS Region 6,2 wk ahead,1.91996145453083e-09
Subtype Historical Average,2011/2012,HHS Region 6,2 wk ahead,1.13872191051106e-07
Dynamic Harmonic Model,2012/2013,HHS Region 6,2 wk ahead,0.99999988984485
Historical Average,2012/2013,HHS Region 6,2 wk ahead,1.76183302242459e-09
Subtype Historical Average,2012/2013,HHS Region 6,2 wk ahead,1.08393316894951e-07
Dynamic Harmonic Model,2013/2014,HHS Region 6,2 wk ahead,0.99999993768244
Historical Average,2013/2014,HHS Region 6,2 wk ahead,8.82640586884688e-09
Subtype Historical Average,2013/2014,HHS Region 6,2 wk ahead,5.34911542494561e-08
Dynamic Harmonic Model,2014/2015,HHS Region 6,2 wk ahead,0.999999962523675
Historical Average,2014/2015,HHS Region 6,2 wk ahead,9.3757570741022e-09
Subtype Historical Average,2014/2015,HHS Region 6,2 wk ahead,2.81005683374014e-08
Dynamic Harmonic Model,2015/2016,HHS Region 6,2 wk ahead,0.999999913089361
Historical Average,2015/2016,HHS Region 6,2 wk ahead,1.90687263910735e-09
Subtype Historical Average,2015/2016,HHS Region 6,2 wk ahead,8.5003766050487e-08
Dynamic Harmonic Model,2016/2017,HHS Region 6,2 wk ahead,0.999999917400892
Historical Average,2016/2017,HHS Region 6,2 wk ahead,1.93067949797492e-09
Subtype Historical Average,2016/2017,HHS Region 6,2 wk ahead,8.06684283377181e-08
Dynamic Harmonic Model,2017/2018,HHS Region 6,2 wk ahead,0.999999934979144
Historical Average,2017/2018,HHS Region 6,2 wk ahead,1.29109145735479e-09
Subtype Historical Average,2017/2018,HHS Region 6,2 wk ahead,6.37297647106118e-08
Dynamic Harmonic Model,2010/2011,HHS Region 7,2 wk ahead,0.999999284563384
Historical Average,2010/2011,HHS Region 7,2 wk ahead,3.34307924968983e-14
Subtype Historical Average,2010/2011,HHS Region 7,2 wk ahead,7.15436582663938e-07
Dynamic Harmonic Model,2011/2012,HHS Region 7,2 wk ahead,0.999999216072638
Historical Average,2011/2012,HHS Region 7,2 wk ahead,4.97265753090741e-14
Subtype Historical Average,2011/2012,HHS Region 7,2 wk ahead,7.83927312234318e-07
Dynamic Harmonic Model,2012/2013,HHS Region 7,2 wk ahead,0.999998325066234
Historical Average,2012/2013,HHS Region 7,2 wk ahead,4.69619265567185e-17
Subtype Historical Average,2012/2013,HHS Region 7,2 wk ahead,1.67493376636319e-06
Dynamic Harmonic Model,2013/2014,HHS Region 7,2 wk ahead,0.999999803209845
Historical Average,2013/2014,HHS Region 7,2 wk ahead,9.49077883742803e-10
Subtype Historical Average,2013/2014,HHS Region 7,2 wk ahead,1.95841077079556e-07
Dynamic Harmonic Model,2014/2015,HHS Region 7,2 wk ahead,0.999999764933777
Historical Average,2014/2015,HHS Region 7,2 wk ahead,7.03140000603921e-10
Subtype Historical Average,2014/2015,HHS Region 7,2 wk ahead,2.34363082700216e-07
Dynamic Harmonic Model,2015/2016,HHS Region 7,2 wk ahead,0.999999130353604
Historical Average,2015/2016,HHS Region 7,2 wk ahead,3.52986477479027e-14
Subtype Historical Average,2015/2016,HHS Region 7,2 wk ahead,8.69646360410804e-07
Dynamic Harmonic Model,2016/2017,HHS Region 7,2 wk ahead,0.999999337965615
Historical Average,2016/2017,HHS Region 7,2 wk ahead,2.35543423025636e-14
Subtype Historical Average,2016/2017,HHS Region 7,2 wk ahead,6.62034361780213e-07
Dynamic Harmonic Model,2017/2018,HHS Region 7,2 wk ahead,0.999998623149168
Historical Average,2017/2018,HHS Region 7,2 wk ahead,2.08449064447341e-17
Subtype Historical Average,2017/2018,HHS Region 7,2 wk ahead,1.37685083216075e-06
Dynamic Harmonic Model,2010/2011,HHS Region 8,2 wk ahead,0.99999789730105
Historical Average,2010/2011,HHS Region 8,2 wk ahead,1.16940566267681e-10
Subtype Historical Average,2010/2011,HHS Region 8,2 wk ahead,2.10258200915728e-06
Dynamic Harmonic Model,2011/2012,HHS Region 8,2 wk ahead,0.999994204799218
Historical Average,2011/2012,HHS Region 8,2 wk ahead,3.63537074507517e-12
Subtype Historical Average,2011/2012,HHS Region 8,2 wk ahead,5.79519714681329e-06
Dynamic Harmonic Model,2012/2013,HHS Region 8,2 wk ahead,0.999999057020063
Historical Average,2012/2013,HHS Region 8,2 wk ahead,8.36459829485339e-09
Subtype Historical Average,2012/2013,HHS Region 8,2 wk ahead,9.34615338842526e-07
Dynamic Harmonic Model,2013/2014,HHS Region 8,2 wk ahead,0.999998535900959
Historical Average,2013/2014,HHS Region 8,2 wk ahead,4.03411014836371e-09
Subtype Historical Average,2013/2014,HHS Region 8,2 wk ahead,1.46006493115725e-06
Dynamic Harmonic Model,2014/2015,HHS Region 8,2 wk ahead,0.999998649941487
Historical Average,2014/2015,HHS Region 8,2 wk ahead,9.65990045253887e-09
Subtype Historical Average,2014/2015,HHS Region 8,2 wk ahead,1.34039861227015e-06
Dynamic Harmonic Model,2015/2016,HHS Region 8,2 wk ahead,0.999994041693486
Historical Average,2015/2016,HHS Region 8,2 wk ahead,7.98362757353835e-12
Subtype Historical Average,2015/2016,HHS Region 8,2 wk ahead,5.95829853009767e-06
Dynamic Harmonic Model,2016/2017,HHS Region 8,2 wk ahead,0.999995450254612
Historical Average,2016/2017,HHS Region 8,2 wk ahead,2.13705508337118e-11
Subtype Historical Average,2016/2017,HHS Region 8,2 wk ahead,4.54972401748086e-06
Dynamic Harmonic Model,2017/2018,HHS Region 8,2 wk ahead,0.999996896960698
Historical Average,2017/2018,HHS Region 8,2 wk ahead,2.51438124889652e-11
Subtype Historical Average,2017/2018,HHS Region 8,2 wk ahead,3.10301415802811e-06
Dynamic Harmonic Model,2010/2011,HHS Region 9,2 wk ahead,0.797207481606481
Historical Average,2010/2011,HHS Region 9,2 wk ahead,2.90838092032786e-06
Subtype Historical Average,2010/2011,HHS Region 9,2 wk ahead,0.202789610012599
Dynamic Harmonic Model,2011/2012,HHS Region 9,2 wk ahead,0.755365087483516
Historical Average,2011/2012,HHS Region 9,2 wk ahead,2.37094043668299e-06
Subtype Historical Average,2011/2012,HHS Region 9,2 wk ahead,0.244632541576047
Dynamic Harmonic Model,2012/2013,HHS Region 9,2 wk ahead,0.868416861252529
Historical Average,2012/2013,HHS Region 9,2 wk ahead,2.7439257601949e-06
Subtype Historical Average,2012/2013,HHS Region 9,2 wk ahead,0.13158039482171
Dynamic Harmonic Model,2013/2014,HHS Region 9,2 wk ahead,0.851240023333644
Historical Average,2013/2014,HHS Region 9,2 wk ahead,2.17858714175431e-05
Subtype Historical Average,2013/2014,HHS Region 9,2 wk ahead,0.148738190794938
Dynamic Harmonic Model,2014/2015,HHS Region 9,2 wk ahead,0.818770434336928
Historical Average,2014/2015,HHS Region 9,2 wk ahead,4.23450843034791e-06
Subtype Historical Average,2014/2015,HHS Region 9,2 wk ahead,0.181225331154642
Dynamic Harmonic Model,2015/2016,HHS Region 9,2 wk ahead,0.838449984074963
Historical Average,2015/2016,HHS Region 9,2 wk ahead,2.32971096001387e-06
Subtype Historical Average,2015/2016,HHS Region 9,2 wk ahead,0.161547686214077
Dynamic Harmonic Model,2016/2017,HHS Region 9,2 wk ahead,0.751583019831264
Historical Average,2016/2017,HHS Region 9,2 wk ahead,3.53185147431411e-06
Subtype Historical Average,2016/2017,HHS Region 9,2 wk ahead,0.248413448317262
Dynamic Harmonic Model,2017/2018,HHS Region 9,2 wk ahead,0.794275764221366
Historical Average,2017/2018,HHS Region 9,2 wk ahead,2.45778597303158e-06
Subtype Historical Average,2017/2018,HHS Region 9,2 wk ahead,0.205721777992661
Dynamic Harmonic Model,2010/2011,US National,2 wk ahead,0.931804525834614
Historical Average,2010/2011,US National,2 wk ahead,5.15452124855423e-07
Subtype Historical Average,2010/2011,US National,2 wk ahead,0.068194958713261
Dynamic Harmonic Model,2011/2012,US National,2 wk ahead,0.904426071365273
Historical Average,2011/2012,US National,2 wk ahead,6.56417743410676e-07
Subtype Historical Average,2011/2012,US National,2 wk ahead,0.0955732722169832
Dynamic Harmonic Model,2012/2013,US National,2 wk ahead,0.932864618592765
Historical Average,2012/2013,US National,2 wk ahead,5.48092606656048e-07
Subtype Historical Average,2012/2013,US National,2 wk ahead,0.0671348333146281
Dynamic Harmonic Model,2013/2014,US National,2 wk ahead,0.955133514271773
Historical Average,2013/2014,US National,2 wk ahead,1.58477965245498e-06
Subtype Historical Average,2013/2014,US National,2 wk ahead,0.0448649009485747
Dynamic Harmonic Model,2014/2015,US National,2 wk ahead,0.9417726548626
Historical Average,2014/2015,US National,2 wk ahead,9.79173334702938e-07
Subtype Historical Average,2014/2015,US National,2 wk ahead,0.0582263659640655
Dynamic Harmonic Model,2015/2016,US National,2 wk ahead,0.922797196079958
Historical Average,2015/2016,US National,2 wk ahead,6.02417399185137e-07
Subtype Historical Average,2015/2016,US National,2 wk ahead,0.0772022015026426
Dynamic Harmonic Model,2016/2017,US National,2 wk ahead,0.90845998951622
Historical Average,2016/2017,US National,2 wk ahead,7.10389740967028e-07
Subtype Historical Average,2016/2017,US National,2 wk ahead,0.0915393000940389
Dynamic Harmonic Model,2017/2018,US National,2 wk ahead,0.932672490720628
Historical Average,2017/2018,US National,2 wk ahead,3.53267105887197e-07
Subtype Historical Average,2017/2018,US National,2 wk ahead,0.0673271560122663
Dynamic Harmonic Model,2010/2011,HHS Region 1,3 wk ahead,0.999997157078015
Historical Average,2010/2011,HHS Region 1,3 wk ahead,1.0038132151739e-08
Subtype Historical Average,2010/2011,HHS Region 1,3 wk ahead,2.83288385322015e-06
Dynamic Harmonic Model,2011/2012,HHS Region 1,3 wk ahead,0.99998488256102
Historical Average,2011/2012,HHS Region 1,3 wk ahead,8.99858414321334e-10
Subtype Historical Average,2011/2012,HHS Region 1,3 wk ahead,1.51165391215992e-05
Dynamic Harmonic Model,2012/2013,HHS Region 1,3 wk ahead,0.99999784744442
Historical Average,2012/2013,HHS Region 1,3 wk ahead,1.70763523528851e-08
Subtype Historical Average,2012/2013,HHS Region 1,3 wk ahead,2.13547922751918e-06
Dynamic Harmonic Model,2013/2014,HHS Region 1,3 wk ahead,0.999998772389623
Historical Average,2013/2014,HHS Region 1,3 wk ahead,2.74279973676784e-07
Subtype Historical Average,2013/2014,HHS Region 1,3 wk ahead,9.53330403023246e-07
Dynamic Harmonic Model,2014/2015,HHS Region 1,3 wk ahead,0.999999719097728
Historical Average,2014/2015,HHS Region 1,3 wk ahead,1.98250650749022e-08
Subtype Historical Average,2014/2015,HHS Region 1,3 wk ahead,2.610772069887e-07
Dynamic Harmonic Model,2015/2016,HHS Region 1,3 wk ahead,0.999999234576232
Historical Average,2015/2016,HHS Region 1,3 wk ahead,8.68240354326293e-09
Subtype Historical Average,2015/2016,HHS Region 1,3 wk ahead,7.56741364779414e-07
Dynamic Harmonic Model,2016/2017,HHS Region 1,3 wk ahead,0.999991223875116
Historical Average,2016/2017,HHS Region 1,3 wk ahead,2.95100613163314e-09
Subtype Historical Average,2016/2017,HHS Region 1,3 wk ahead,8.77317387761196e-06
Dynamic Harmonic Model,2017/2018,HHS Region 1,3 wk ahead,0.99434702534528
Historical Average,2017/2018,HHS Region 1,3 wk ahead,3.73625634570603e-06
Subtype Historical Average,2017/2018,HHS Region 1,3 wk ahead,0.00564923839837478
Dynamic Harmonic Model,2010/2011,HHS Region 10,3 wk ahead,0.953576611070106
Historical Average,2010/2011,HHS Region 10,3 wk ahead,2.6652592646401e-06
Subtype Historical Average,2010/2011,HHS Region 10,3 wk ahead,0.0464207236706295
Dynamic Harmonic Model,2011/2012,HHS Region 10,3 wk ahead,0.939110028796698
Historical Average,2011/2012,HHS Region 10,3 wk ahead,2.62465184331445e-06
Subtype Historical Average,2011/2012,HHS Region 10,3 wk ahead,0.0608873465514585
Dynamic Harmonic Model,2012/2013,HHS Region 10,3 wk ahead,0.956674446387435
Historical Average,2012/2013,HHS Region 10,3 wk ahead,5.38051331089267e-06
Subtype Historical Average,2012/2013,HHS Region 10,3 wk ahead,0.0433201730992541
Dynamic Harmonic Model,2013/2014,HHS Region 10,3 wk ahead,0.980632756473877
Historical Average,2013/2014,HHS Region 10,3 wk ahead,1.35483291878064e-05
Subtype Historical Average,2013/2014,HHS Region 10,3 wk ahead,0.0193536951969349
Dynamic Harmonic Model,2014/2015,HHS Region 10,3 wk ahead,0.95208581343716
Historical Average,2014/2015,HHS Region 10,3 wk ahead,5.92024120588923e-06
Subtype Historical Average,2014/2015,HHS Region 10,3 wk ahead,0.0479082663216345
Dynamic Harmonic Model,2015/2016,HHS Region 10,3 wk ahead,0.945877459919391
Historical Average,2015/2016,HHS Region 10,3 wk ahead,2.31299826283879e-06
Subtype Historical Average,2015/2016,HHS Region 10,3 wk ahead,0.0541202270823463
Dynamic Harmonic Model,2016/2017,HHS Region 10,3 wk ahead,0.980212786604613
Historical Average,2016/2017,HHS Region 10,3 wk ahead,1.41703802591316e-06
Subtype Historical Average,2016/2017,HHS Region 10,3 wk ahead,0.0197857963573612
Dynamic Harmonic Model,2017/2018,HHS Region 10,3 wk ahead,0.948565227128743
Historical Average,2017/2018,HHS Region 10,3 wk ahead,2.23012976596125e-06
Subtype Historical Average,2017/2018,HHS Region 10,3 wk ahead,0.0514325427414915
Dynamic Harmonic Model,2010/2011,HHS Region 2,3 wk ahead,0.999998072038822
Historical Average,2010/2011,HHS Region 2,3 wk ahead,2.6636510522408e-11
Subtype Historical Average,2010/2011,HHS Region 2,3 wk ahead,1.92793454113622e-06
Dynamic Harmonic Model,2011/2012,HHS Region 2,3 wk ahead,0.999988598312676
Historical Average,2011/2012,HHS Region 2,3 wk ahead,3.1214326252144e-15
Subtype Historical Average,2011/2012,HHS Region 2,3 wk ahead,1.14016873207492e-05
Dynamic Harmonic Model,2012/2013,HHS Region 2,3 wk ahead,0.999998390036616
Historical Average,2012/2013,HHS Region 2,3 wk ahead,1.37780939162412e-11
Subtype Historical Average,2012/2013,HHS Region 2,3 wk ahead,1.60994960617517e-06
Dynamic Harmonic Model,2013/2014,HHS Region 2,3 wk ahead,0.999998919270309
Historical Average,2013/2014,HHS Region 2,3 wk ahead,5.60943523280436e-09
Subtype Historical Average,2013/2014,HHS Region 2,3 wk ahead,1.07512025562976e-06
Dynamic Harmonic Model,2014/2015,HHS Region 2,3 wk ahead,0.999999369044183
Historical Average,2014/2015,HHS Region 2,3 wk ahead,2.61766246792007e-09
Subtype Historical Average,2014/2015,HHS Region 2,3 wk ahead,6.28338154180789e-07
Dynamic Harmonic Model,2015/2016,HHS Region 2,3 wk ahead,0.99999931483422
Historical Average,2015/2016,HHS Region 2,3 wk ahead,5.37106986706673e-11
Subtype Historical Average,2015/2016,HHS Region 2,3 wk ahead,6.85112069131171e-07
Dynamic Harmonic Model,2016/2017,HHS Region 2,3 wk ahead,0.9999991337994
Historical Average,2016/2017,HHS Region 2,3 wk ahead,1.04558772227984e-11
Subtype Historical Average,2016/2017,HHS Region 2,3 wk ahead,8.66190143672383e-07
Dynamic Harmonic Model,2017/2018,HHS Region 2,3 wk ahead,0.999998866415409
Historical Average,2017/2018,HHS Region 2,3 wk ahead,1.3285637330155e-11
Subtype Historical Average,2017/2018,HHS Region 2,3 wk ahead,1.13357130496411e-06
Dynamic Harmonic Model,2010/2011,HHS Region 3,3 wk ahead,0.849179061029486
Historical Average,2010/2011,HHS Region 3,3 wk ahead,1.23137073609264e-06
Subtype Historical Average,2010/2011,HHS Region 3,3 wk ahead,0.150819707599778
Dynamic Harmonic Model,2011/2012,HHS Region 3,3 wk ahead,0.758356630904849
Historical Average,2011/2012,HHS Region 3,3 wk ahead,1.4631298959578e-06
Subtype Historical Average,2011/2012,HHS Region 3,3 wk ahead,0.241641905965255
Dynamic Harmonic Model,2012/2013,HHS Region 3,3 wk ahead,0.893116308924074
Historical Average,2012/2013,HHS Region 3,3 wk ahead,1.15303568428279e-06
Subtype Historical Average,2012/2013,HHS Region 3,3 wk ahead,0.106882538040242
Dynamic Harmonic Model,2013/2014,HHS Region 3,3 wk ahead,0.867785646291713
Historical Average,2013/2014,HHS Region 3,3 wk ahead,1.23710281944417e-06
Subtype Historical Average,2013/2014,HHS Region 3,3 wk ahead,0.132213116605468
Dynamic Harmonic Model,2014/2015,HHS Region 3,3 wk ahead,0.943982808323048
Historical Average,2014/2015,HHS Region 3,3 wk ahead,3.64223699854373e-06
Subtype Historical Average,2014/2015,HHS Region 3,3 wk ahead,0.0560135494399533
Dynamic Harmonic Model,2015/2016,HHS Region 3,3 wk ahead,0.843304957845268
Historical Average,2015/2016,HHS Region 3,3 wk ahead,1.01174011033211e-06
Subtype Historical Average,2015/2016,HHS Region 3,3 wk ahead,0.156694030414621
Dynamic Harmonic Model,2016/2017,HHS Region 3,3 wk ahead,0.860738686634486
Historical Average,2016/2017,HHS Region 3,3 wk ahead,9.3683420519698e-07
Subtype Historical Average,2016/2017,HHS Region 3,3 wk ahead,0.139260376531309
Dynamic Harmonic Model,2017/2018,HHS Region 3,3 wk ahead,0.868004951144624
Historical Average,2017/2018,HHS Region 3,3 wk ahead,7.92913596434637e-07
Subtype Historical Average,2017/2018,HHS Region 3,3 wk ahead,0.13199425594178
Dynamic Harmonic Model,2010/2011,HHS Region 4,3 wk ahead,0.897171038523449
Historical Average,2010/2011,HHS Region 4,3 wk ahead,9.03892229099911e-06
Subtype Historical Average,2010/2011,HHS Region 4,3 wk ahead,0.10281992255426
Dynamic Harmonic Model,2011/2012,HHS Region 4,3 wk ahead,0.913078090764416
Historical Average,2011/2012,HHS Region 4,3 wk ahead,7.04967589008553e-06
Subtype Historical Average,2011/2012,HHS Region 4,3 wk ahead,0.0869148595596938
Dynamic Harmonic Model,2012/2013,HHS Region 4,3 wk ahead,0.898494901722317
Historical Average,2012/2013,HHS Region 4,3 wk ahead,1.71741441119951e-06
Subtype Historical Average,2012/2013,HHS Region 4,3 wk ahead,0.101503380863272
Dynamic Harmonic Model,2013/2014,HHS Region 4,3 wk ahead,0.912475395325331
Historical Average,2013/2014,HHS Region 4,3 wk ahead,0.000391581390196635
Subtype Historical Average,2013/2014,HHS Region 4,3 wk ahead,0.0871330232844729
Dynamic Harmonic Model,2014/2015,HHS Region 4,3 wk ahead,0.969275944726044
Historical Average,2014/2015,HHS Region 4,3 wk ahead,0.025060545522394
Subtype Historical Average,2014/2015,HHS Region 4,3 wk ahead,0.00566350975156171
Dynamic Harmonic Model,2015/2016,HHS Region 4,3 wk ahead,0.922257783826511
Historical Average,2015/2016,HHS Region 4,3 wk ahead,6.76564535315222e-06
Subtype Historical Average,2015/2016,HHS Region 4,3 wk ahead,0.0777354505281356
Dynamic Harmonic Model,2016/2017,HHS Region 4,3 wk ahead,0.876726460464843
Historical Average,2016/2017,HHS Region 4,3 wk ahead,1.33901699477633e-05
Subtype Historical Average,2016/2017,HHS Region 4,3 wk ahead,0.123260149365209
Dynamic Harmonic Model,2017/2018,HHS Region 4,3 wk ahead,0.939308422866274
Historical Average,2017/2018,HHS Region 4,3 wk ahead,4.23472034653786e-06
Subtype Historical Average,2017/2018,HHS Region 4,3 wk ahead,0.0606873424133795
Dynamic Harmonic Model,2010/2011,HHS Region 5,3 wk ahead,0.892297276601712
Historical Average,2010/2011,HHS Region 5,3 wk ahead,2.47045398395171e-07
Subtype Historical Average,2010/2011,HHS Region 5,3 wk ahead,0.10770247635289
Dynamic Harmonic Model,2011/2012,HHS Region 5,3 wk ahead,0.87816401002459
Historical Average,2011/2012,HHS Region 5,3 wk ahead,2.61565410274006e-07
Subtype Historical Average,2011/2012,HHS Region 5,3 wk ahead,0.12183572841
Dynamic Harmonic Model,2012/2013,HHS Region 5,3 wk ahead,0.85128895768629
Historical Average,2012/2013,HHS Region 5,3 wk ahead,2.98138548328566e-07
Subtype Historical Average,2012/2013,HHS Region 5,3 wk ahead,0.148710744175162
Dynamic Harmonic Model,2013/2014,HHS Region 5,3 wk ahead,0.902192369665117
Historical Average,2013/2014,HHS Region 5,3 wk ahead,3.10140573126873e-07
Subtype Historical Average,2013/2014,HHS Region 5,3 wk ahead,0.0978073201943099
Dynamic Harmonic Model,2014/2015,HHS Region 5,3 wk ahead,0.999999263342993
Historical Average,2014/2015,HHS Region 5,3 wk ahead,7.56484351357154e-10
Subtype Historical Average,2014/2015,HHS Region 5,3 wk ahead,7.35900523100219e-07
Dynamic Harmonic Model,2015/2016,HHS Region 5,3 wk ahead,0.887040340424469
Historical Average,2015/2016,HHS Region 5,3 wk ahead,2.47703672736909e-07
Subtype Historical Average,2015/2016,HHS Region 5,3 wk ahead,0.112959411871859
Dynamic Harmonic Model,2016/2017,HHS Region 5,3 wk ahead,0.875525070310299
Historical Average,2016/2017,HHS Region 5,3 wk ahead,2.704538765905e-07
Subtype Historical Average,2016/2017,HHS Region 5,3 wk ahead,0.124474659235824
Dynamic Harmonic Model,2017/2018,HHS Region 5,3 wk ahead,0.882298933156115
Historical Average,2017/2018,HHS Region 5,3 wk ahead,1.84405823205259e-07
Subtype Historical Average,2017/2018,HHS Region 5,3 wk ahead,0.117700882438062
Dynamic Harmonic Model,2010/2011,HHS Region 6,3 wk ahead,0.999999648573933
Historical Average,2010/2011,HHS Region 6,3 wk ahead,1.73454701890865e-09
Subtype Historical Average,2010/2011,HHS Region 6,3 wk ahead,3.49691519989843e-07
Dynamic Harmonic Model,2011/2012,HHS Region 6,3 wk ahead,0.999999379028189
Historical Average,2011/2012,HHS Region 6,3 wk ahead,5.08066459152648e-10
Subtype Historical Average,2011/2012,HHS Region 6,3 wk ahead,6.20463745012685e-07
Dynamic Harmonic Model,2012/2013,HHS Region 6,3 wk ahead,0.999999528686119
Historical Average,2012/2013,HHS Region 6,3 wk ahead,3.76203606324128e-10
Subtype Historical Average,2012/2013,HHS Region 6,3 wk ahead,4.70937677858418e-07
