component_model_id,season,Model Week,location,weight
Historical Average,2011/2012,44,HHS Region 3,3.04589502493211e-06
Subtype Historical Average,2011/2012,44,HHS Region 3,0.0845404254367044
Dynamic Harmonic Model,2012/2013,44,HHS Region 3,0.999977380815441
Historical Average,2012/2013,44,HHS Region 3,1.52034077949905e-14
Subtype Historical Average,2012/2013,44,HHS Region 3,2.26191845439878e-05
Dynamic Harmonic Model,2013/2014,44,HHS Region 3,0.935520518316687
Historical Average,2013/2014,44,HHS Region 3,5.56121149248324e-06
Subtype Historical Average,2013/2014,44,HHS Region 3,0.0644739204718203
Dynamic Harmonic Model,2014/2015,44,HHS Region 3,0.99999929117299
Historical Average,2014/2015,44,HHS Region 3,4.44997206030241e-07
Subtype Historical Average,2014/2015,44,HHS Region 3,2.63829803454761e-07
Dynamic Harmonic Model,2015/2016,44,HHS Region 3,0.951779252309027
Historical Average,2015/2016,44,HHS Region 3,2.96767620772512e-06
Subtype Historical Average,2015/2016,44,HHS Region 3,0.0482177800147647
Dynamic Harmonic Model,2016/2017,44,HHS Region 3,0.944830030377985
Historical Average,2016/2017,44,HHS Region 3,3.32620446446959e-06
Subtype Historical Average,2016/2017,44,HHS Region 3,0.0551666434175507
Dynamic Harmonic Model,2017/2018,44,HHS Region 3,0.982555813077911
Historical Average,2017/2018,44,HHS Region 3,6.22407238404052e-07
Subtype Historical Average,2017/2018,44,HHS Region 3,0.0174435645148503
Dynamic Harmonic Model,2010/2011,45,HHS Region 3,0.849847780701945
Historical Average,2010/2011,45,HHS Region 3,4.75624273249783e-06
Subtype Historical Average,2010/2011,45,HHS Region 3,0.150147463055322
Dynamic Harmonic Model,2011/2012,45,HHS Region 3,0.82537474433883
Historical Average,2011/2012,45,HHS Region 3,4.0085758204122e-06
Subtype Historical Average,2011/2012,45,HHS Region 3,0.17462124708535
Dynamic Harmonic Model,2012/2013,45,HHS Region 3,0.988051798360565
Historical Average,2012/2013,45,HHS Region 3,6.59507903440228e-07
Subtype Historical Average,2012/2013,45,HHS Region 3,0.011947542131532
Dynamic Harmonic Model,2013/2014,45,HHS Region 3,0.862121272061655
Historical Average,2013/2014,45,HHS Region 3,8.53537711548768e-06
Subtype Historical Average,2013/2014,45,HHS Region 3,0.137870192561229
Dynamic Harmonic Model,2014/2015,45,HHS Region 3,0.992867526293773
Historical Average,2014/2015,45,HHS Region 3,0.00307744067752598
Subtype Historical Average,2014/2015,45,HHS Region 3,0.00405503302870073
Dynamic Harmonic Model,2015/2016,45,HHS Region 3,0.887550874880763
Historical Average,2015/2016,45,HHS Region 3,4.21938490302238e-06
Subtype Historical Average,2015/2016,45,HHS Region 3,0.112444905734334
Dynamic Harmonic Model,2016/2017,45,HHS Region 3,0.881955060230895
Historical Average,2016/2017,45,HHS Region 3,4.48978424569724e-06
Subtype Historical Average,2016/2017,45,HHS Region 3,0.11804044998486
Dynamic Harmonic Model,2017/2018,45,HHS Region 3,0.936123825604614
Historical Average,2017/2018,45,HHS Region 3,1.82902984828416e-06
Subtype Historical Average,2017/2018,45,HHS Region 3,0.0638743453655376
Dynamic Harmonic Model,2010/2011,46,HHS Region 3,0.751955765293393
Historical Average,2010/2011,46,HHS Region 3,1.84075773395107e-06
Subtype Historical Average,2010/2011,46,HHS Region 3,0.248042393948873
Dynamic Harmonic Model,2011/2012,46,HHS Region 3,0.713708851554566
Historical Average,2011/2012,46,HHS Region 3,1.72045643974349e-06
Subtype Historical Average,2011/2012,46,HHS Region 3,0.286289427988995
Dynamic Harmonic Model,2012/2013,46,HHS Region 3,0.904269810160053
Historical Average,2012/2013,46,HHS Region 3,1.2287922323569e-06
Subtype Historical Average,2012/2013,46,HHS Region 3,0.0957289610477143
Dynamic Harmonic Model,2013/2014,46,HHS Region 3,0.769075907694082
Historical Average,2013/2014,46,HHS Region 3,2.96166973448942e-06
Subtype Historical Average,2013/2014,46,HHS Region 3,0.230921130636184
Dynamic Harmonic Model,2014/2015,46,HHS Region 3,0.999997662106483
Historical Average,2014/2015,46,HHS Region 3,1.19120301309853e-07
Subtype Historical Average,2014/2015,46,HHS Region 3,2.21877321590991e-06
Dynamic Harmonic Model,2015/2016,46,HHS Region 3,0.784673756027888
Historical Average,2015/2016,46,HHS Region 3,1.6495202901009e-06
Subtype Historical Average,2015/2016,46,HHS Region 3,0.215324594451822
Dynamic Harmonic Model,2016/2017,46,HHS Region 3,0.776790422181418
Historical Average,2016/2017,46,HHS Region 3,1.88531093303866e-06
Subtype Historical Average,2016/2017,46,HHS Region 3,0.223207692507649
Dynamic Harmonic Model,2017/2018,46,HHS Region 3,0.842240926038066
Historical Average,2017/2018,46,HHS Region 3,1.01980713404294e-06
Subtype Historical Average,2017/2018,46,HHS Region 3,0.1577580541548
Dynamic Harmonic Model,2010/2011,47,HHS Region 3,0.730248525859049
Historical Average,2010/2011,47,HHS Region 3,9.46263872429392e-07
Subtype Historical Average,2010/2011,47,HHS Region 3,0.269750527877079
Dynamic Harmonic Model,2011/2012,47,HHS Region 3,0.685630876865208
Historical Average,2011/2012,47,HHS Region 3,9.61982118509444e-07
Subtype Historical Average,2011/2012,47,HHS Region 3,0.314368161152673
Dynamic Harmonic Model,2012/2013,47,HHS Region 3,0.948596038642034
Historical Average,2012/2013,47,HHS Region 3,2.6033574204004e-07
Subtype Historical Average,2012/2013,47,HHS Region 3,0.0514037010222242
Dynamic Harmonic Model,2013/2014,47,HHS Region 3,0.740417016570214
Historical Average,2013/2014,47,HHS Region 3,1.52876897088882e-06
Subtype Historical Average,2013/2014,47,HHS Region 3,0.259581454660815
Dynamic Harmonic Model,2014/2015,47,HHS Region 3,0.944018969244407
Historical Average,2014/2015,47,HHS Region 3,4.95084954688313e-06
Subtype Historical Average,2014/2015,47,HHS Region 3,0.0559760799060464
Dynamic Harmonic Model,2015/2016,47,HHS Region 3,0.777991818488025
Historical Average,2015/2016,47,HHS Region 3,8.73328156328415e-07
Subtype Historical Average,2015/2016,47,HHS Region 3,0.222007308183819
Dynamic Harmonic Model,2016/2017,47,HHS Region 3,0.744338252071945
Historical Average,2016/2017,47,HHS Region 3,1.02837098683494e-06
Subtype Historical Average,2016/2017,47,HHS Region 3,0.255660719557068
Dynamic Harmonic Model,2017/2018,47,HHS Region 3,0.817003165844239
Historical Average,2017/2018,47,HHS Region 3,5.86097469116599e-07
Subtype Historical Average,2017/2018,47,HHS Region 3,0.182996248058292
Dynamic Harmonic Model,2010/2011,48,HHS Region 3,0.596776754983672
Historical Average,2010/2011,48,HHS Region 3,6.24407335086745e-07
Subtype Historical Average,2010/2011,48,HHS Region 3,0.403222620608993
Dynamic Harmonic Model,2011/2012,48,HHS Region 3,0.506117021660137
Historical Average,2011/2012,48,HHS Region 3,7.87367408677581e-07
Subtype Historical Average,2011/2012,48,HHS Region 3,0.493882190972455
Dynamic Harmonic Model,2012/2013,48,HHS Region 3,0.836423787938729
Historical Average,2012/2013,48,HHS Region 3,2.85933899659109e-07
Subtype Historical Average,2012/2013,48,HHS Region 3,0.163575926127372
Dynamic Harmonic Model,2013/2014,48,HHS Region 3,0.59599869689195
Historical Average,2013/2014,48,HHS Region 3,9.45094807314749e-07
Subtype Historical Average,2013/2014,48,HHS Region 3,0.404000358013242
Dynamic Harmonic Model,2014/2015,48,HHS Region 3,0.754625980595975
Historical Average,2014/2015,48,HHS Region 3,2.20899416129619e-06
Subtype Historical Average,2014/2015,48,HHS Region 3,0.245371810409864
Dynamic Harmonic Model,2015/2016,48,HHS Region 3,0.56310041348274
Historical Average,2015/2016,48,HHS Region 3,7.69413639647224e-07
Subtype Historical Average,2015/2016,48,HHS Region 3,0.43689881710362
Dynamic Harmonic Model,2016/2017,48,HHS Region 3,0.580085478539806
Historical Average,2016/2017,48,HHS Region 3,6.45006199519275e-07
Subtype Historical Average,2016/2017,48,HHS Region 3,0.419913876453995
Dynamic Harmonic Model,2017/2018,48,HHS Region 3,0.630622295984175
Historical Average,2017/2018,48,HHS Region 3,4.54420335987215e-07
Subtype Historical Average,2017/2018,48,HHS Region 3,0.369377249595489
Dynamic Harmonic Model,2010/2011,49,HHS Region 3,0.546124621053157
Historical Average,2010/2011,49,HHS Region 3,3.74412466945009e-07
Subtype Historical Average,2010/2011,49,HHS Region 3,0.453875004534376
Dynamic Harmonic Model,2011/2012,49,HHS Region 3,0.432794083616091
Historical Average,2011/2012,49,HHS Region 3,5.8226053217939e-07
Subtype Historical Average,2011/2012,49,HHS Region 3,0.567205334123377
Dynamic Harmonic Model,2012/2013,49,HHS Region 3,0.688835967926883
Historical Average,2012/2013,49,HHS Region 3,4.22705351788326e-07
Subtype Historical Average,2012/2013,49,HHS Region 3,0.311163609367765
Dynamic Harmonic Model,2013/2014,49,HHS Region 3,0.537697178749341
Historical Average,2013/2014,49,HHS Region 3,6.96496692086861e-07
Subtype Historical Average,2013/2014,49,HHS Region 3,0.462302124753967
Dynamic Harmonic Model,2014/2015,49,HHS Region 3,0.738496520303762
Historical Average,2014/2015,49,HHS Region 3,2.95874593628205e-06
Subtype Historical Average,2014/2015,49,HHS Region 3,0.261500520950302
Dynamic Harmonic Model,2015/2016,49,HHS Region 3,0.575592745445716
Historical Average,2015/2016,49,HHS Region 3,3.59610902239336e-07
Subtype Historical Average,2015/2016,49,HHS Region 3,0.424406894943382
Dynamic Harmonic Model,2016/2017,49,HHS Region 3,0.528931913261848
Historical Average,2016/2017,49,HHS Region 3,4.64891543509526e-07
Subtype Historical Average,2016/2017,49,HHS Region 3,0.471067621846609
Dynamic Harmonic Model,2017/2018,49,HHS Region 3,0.57667879274193
Historical Average,2017/2018,49,HHS Region 3,3.4293188190988e-07
Subtype Historical Average,2017/2018,49,HHS Region 3,0.423320864326188
Dynamic Harmonic Model,2010/2011,50,HHS Region 3,0.52864505992077
Historical Average,2010/2011,50,HHS Region 3,5.26959098782421e-07
Subtype Historical Average,2010/2011,50,HHS Region 3,0.471354413120131
Dynamic Harmonic Model,2011/2012,50,HHS Region 3,0.438250865981977
Historical Average,2011/2012,50,HHS Region 3,6.40280765446739e-07
Subtype Historical Average,2011/2012,50,HHS Region 3,0.561748493737258
Dynamic Harmonic Model,2012/2013,50,HHS Region 3,0.606867875485936
Historical Average,2012/2013,50,HHS Region 3,7.37735249220003e-07
Subtype Historical Average,2012/2013,50,HHS Region 3,0.393131386778815
Dynamic Harmonic Model,2013/2014,50,HHS Region 3,0.625602091363889
Historical Average,2013/2014,50,HHS Region 3,6.17071756090342e-07
Subtype Historical Average,2013/2014,50,HHS Region 3,0.374397291564355
Dynamic Harmonic Model,2014/2015,50,HHS Region 3,0.714182953121084
Historical Average,2014/2015,50,HHS Region 3,4.26960190085988e-06
Subtype Historical Average,2014/2015,50,HHS Region 3,0.285812777277015
Dynamic Harmonic Model,2015/2016,50,HHS Region 3,0.583179173162825
Historical Average,2015/2016,50,HHS Region 3,4.48359058285325e-07
Subtype Historical Average,2015/2016,50,HHS Region 3,0.416820378478117
Dynamic Harmonic Model,2016/2017,50,HHS Region 3,0.502815588985948
Historical Average,2016/2017,50,HHS Region 3,6.63194780522077e-07
Subtype Historical Average,2016/2017,50,HHS Region 3,0.497183747819272
Dynamic Harmonic Model,2017/2018,50,HHS Region 3,0.570565590973195
Historical Average,2017/2018,50,HHS Region 3,4.0778154725228e-07
Subtype Historical Average,2017/2018,50,HHS Region 3,0.429434001245258
Dynamic Harmonic Model,2010/2011,51,HHS Region 3,0.848310528347797
Historical Average,2010/2011,51,HHS Region 3,5.89197082423222e-07
Subtype Historical Average,2010/2011,51,HHS Region 3,0.151688882455121
Dynamic Harmonic Model,2011/2012,51,HHS Region 3,0.833113732074742
Historical Average,2011/2012,51,HHS Region 3,5.19429010356692e-07
Subtype Historical Average,2011/2012,51,HHS Region 3,0.166885748496247
Dynamic Harmonic Model,2012/2013,51,HHS Region 3,0.874661742840832
Historical Average,2012/2013,51,HHS Region 3,9.43312873885457e-07
Subtype Historical Average,2012/2013,51,HHS Region 3,0.125337313846294
Dynamic Harmonic Model,2013/2014,51,HHS Region 3,0.841071985929824
Historical Average,2013/2014,51,HHS Region 3,8.12734973915854e-07
Subtype Historical Average,2013/2014,51,HHS Region 3,0.158927201335202
Dynamic Harmonic Model,2014/2015,51,HHS Region 3,0.916945339102094
Historical Average,2014/2015,51,HHS Region 3,1.93953585455365e-05
Subtype Historical Average,2014/2015,51,HHS Region 3,0.083035265539361
Dynamic Harmonic Model,2015/2016,51,HHS Region 3,0.947048650230541
Historical Average,2015/2016,51,HHS Region 3,1.91765550203624e-07
Subtype Historical Average,2015/2016,51,HHS Region 3,0.0529511580039093
Dynamic Harmonic Model,2016/2017,51,HHS Region 3,0.842864394314159
Historical Average,2016/2017,51,HHS Region 3,6.93935618831649e-07
Subtype Historical Average,2016/2017,51,HHS Region 3,0.157134911750222
Dynamic Harmonic Model,2017/2018,51,HHS Region 3,0.877303941149721
Historical Average,2017/2018,51,HHS Region 3,4.21592214515519e-07
Subtype Historical Average,2017/2018,51,HHS Region 3,0.122695637258065
Dynamic Harmonic Model,2010/2011,52,HHS Region 3,0.999989004948552
Historical Average,2010/2011,52,HHS Region 3,1.97117608880266e-16
Subtype Historical Average,2010/2011,52,HHS Region 3,1.09950514473518e-05
Dynamic Harmonic Model,2011/2012,52,HHS Region 3,0.994704177981153
Historical Average,2011/2012,52,HHS Region 3,3.9109511312092e-13
Subtype Historical Average,2011/2012,52,HHS Region 3,0.00529582201845589
Dynamic Harmonic Model,2012/2013,52,HHS Region 3,0.999999826945889
Historical Average,2012/2013,52,HHS Region 3,1.54977138040569e-08
Subtype Historical Average,2012/2013,52,HHS Region 3,1.57556396807844e-07
Dynamic Harmonic Model,2013/2014,52,HHS Region 3,0.999728797366658
Historical Average,2013/2014,52,HHS Region 3,4.35082004018716e-20
Subtype Historical Average,2013/2014,52,HHS Region 3,0.000271202633341843
Dynamic Harmonic Model,2014/2015,52,HHS Region 3,0.999992458540972
Historical Average,2014/2015,52,HHS Region 3,2.20370165370636e-12
Subtype Historical Average,2014/2015,52,HHS Region 3,7.54145682482534e-06
Dynamic Harmonic Model,2015/2016,52,HHS Region 3,0.999998475769987
Historical Average,2015/2016,52,HHS Region 3,1.44548417464131e-12
Subtype Historical Average,2015/2016,52,HHS Region 3,1.52422856740334e-06
Dynamic Harmonic Model,2016/2017,52,HHS Region 3,0.999830352166456
Historical Average,2016/2017,52,HHS Region 3,4.01243314467155e-22
Subtype Historical Average,2016/2017,52,HHS Region 3,0.000169647833544439
Dynamic Harmonic Model,2017/2018,52,HHS Region 3,0.999990747984751
Historical Average,2017/2018,52,HHS Region 3,1.74099185806831e-17
Subtype Historical Average,2017/2018,52,HHS Region 3,9.25201524916692e-06
Dynamic Harmonic Model,2010/2011,53,HHS Region 3,0.999999795597551
Historical Average,2010/2011,53,HHS Region 3,1.57149353643071e-07
Subtype Historical Average,2010/2011,53,HHS Region 3,4.72530954108935e-08
Dynamic Harmonic Model,2011/2012,53,HHS Region 3,0.999999266491139
Historical Average,2011/2012,53,HHS Region 3,2.89224718470847e-07
Subtype Historical Average,2011/2012,53,HHS Region 3,4.44284142146548e-07
Dynamic Harmonic Model,2012/2013,53,HHS Region 3,0.999999050938658
Historical Average,2012/2013,53,HHS Region 3,6.81315334847159e-07
Subtype Historical Average,2012/2013,53,HHS Region 3,2.6774600737741e-07
Dynamic Harmonic Model,2013/2014,53,HHS Region 3,0.999999437134868
Historical Average,2013/2014,53,HHS Region 3,5.17413084930886e-07
Subtype Historical Average,2013/2014,53,HHS Region 3,4.5452047350691e-08
Dynamic Harmonic Model,2014/2015,53,HHS Region 3,0.999999700340247
Historical Average,2014/2015,53,HHS Region 3,1.83671374637671e-07
Subtype Historical Average,2014/2015,53,HHS Region 3,1.15988378035839e-07
Dynamic Harmonic Model,2015/2016,53,HHS Region 3,0.999999610196557
Historical Average,2015/2016,53,HHS Region 3,2.80356274417257e-07
Subtype Historical Average,2015/2016,53,HHS Region 3,1.094471688115e-07
Dynamic Harmonic Model,2016/2017,53,HHS Region 3,0.999999528001993
Historical Average,2016/2017,53,HHS Region 3,3.1598194784116e-07
Subtype Historical Average,2016/2017,53,HHS Region 3,1.56016059510828e-07
Dynamic Harmonic Model,2017/2018,53,HHS Region 3,0.999999967142287
Historical Average,2017/2018,53,HHS Region 3,6.63608550027685e-09
Subtype Historical Average,2017/2018,53,HHS Region 3,2.62216278177637e-08
Dynamic Harmonic Model,2010/2011,54,HHS Region 3,0.999999960083364
Historical Average,2010/2011,54,HHS Region 3,1.72112043222905e-08
Subtype Historical Average,2010/2011,54,HHS Region 3,2.27054318891124e-08
Dynamic Harmonic Model,2011/2012,54,HHS Region 3,0.99999985622907
Historical Average,2011/2012,54,HHS Region 3,3.8011517232731e-08
Subtype Historical Average,2011/2012,54,HHS Region 3,1.05759412475848e-07
Dynamic Harmonic Model,2012/2013,54,HHS Region 3,0.999999890102031
Historical Average,2012/2013,54,HHS Region 3,3.55949582047264e-08
Subtype Historical Average,2012/2013,54,HHS Region 3,7.43030110757194e-08
Dynamic Harmonic Model,2013/2014,54,HHS Region 3,0.999999886568943
Historical Average,2013/2014,54,HHS Region 3,6.52578048708895e-08
Subtype Historical Average,2013/2014,54,HHS Region 3,4.81732524317049e-08
Dynamic Harmonic Model,2014/2015,54,HHS Region 3,0.999999884670947
Historical Average,2014/2015,54,HHS Region 3,6.52642406424171e-08
Subtype Historical Average,2014/2015,54,HHS Region 3,5.00648123323957e-08
Dynamic Harmonic Model,2015/2016,54,HHS Region 3,0.999999903008878
Historical Average,2015/2016,54,HHS Region 3,3.80010583701579e-08
Subtype Historical Average,2015/2016,54,HHS Region 3,5.89900632917769e-08
Dynamic Harmonic Model,2016/2017,54,HHS Region 3,0.999999942754627
Historical Average,2016/2017,54,HHS Region 3,1.96868700488862e-08
Subtype Historical Average,2016/2017,54,HHS Region 3,3.7558502871377e-08
Dynamic Harmonic Model,2017/2018,54,HHS Region 3,0.999999957751489
Historical Average,2017/2018,54,HHS Region 3,6.6550656631794e-09
Subtype Historical Average,2017/2018,54,HHS Region 3,3.55934451907338e-08
Dynamic Harmonic Model,2010/2011,55,HHS Region 3,0.999993456768035
Historical Average,2010/2011,55,HHS Region 3,4.39107891575931e-06
Subtype Historical Average,2010/2011,55,HHS Region 3,2.15215304916872e-06
Dynamic Harmonic Model,2011/2012,55,HHS Region 3,0.99994407539996
Historical Average,2011/2012,55,HHS Region 3,4.29926197983754e-05
Subtype Historical Average,2011/2012,55,HHS Region 3,1.29319802411771e-05
Dynamic Harmonic Model,2012/2013,55,HHS Region 3,0.999998918570901
Historical Average,2012/2013,55,HHS Region 3,3.29884775338939e-07
Subtype Historical Average,2012/2013,55,HHS Region 3,7.51544324066301e-07
Dynamic Harmonic Model,2013/2014,55,HHS Region 3,0.999989263294238
Historical Average,2013/2014,55,HHS Region 3,1.0540516912321e-05
Subtype Historical Average,2013/2014,55,HHS Region 3,1.96188849205907e-07
Dynamic Harmonic Model,2014/2015,55,HHS Region 3,0.999984717113658
Historical Average,2014/2015,55,HHS Region 3,1.48054259691313e-05
Subtype Historical Average,2014/2015,55,HHS Region 3,4.77460373263349e-07
Dynamic Harmonic Model,2015/2016,55,HHS Region 3,0.999991045468623
Historical Average,2015/2016,55,HHS Region 3,6.97323728611518e-06
Subtype Historical Average,2015/2016,55,HHS Region 3,1.98129409081545e-06
Dynamic Harmonic Model,2016/2017,55,HHS Region 3,0.99999951461761
Historical Average,2016/2017,55,HHS Region 3,2.8568648109285e-07
Subtype Historical Average,2016/2017,55,HHS Region 3,1.99695908941557e-07
Dynamic Harmonic Model,2017/2018,55,HHS Region 3,0.999999917869115
Historical Average,2017/2018,55,HHS Region 3,1.49852090027177e-08
Subtype Historical Average,2017/2018,55,HHS Region 3,6.71456760895034e-08
Dynamic Harmonic Model,2010/2011,56,HHS Region 3,0.999999855874271
Historical Average,2010/2011,56,HHS Region 3,5.25665889077142e-08
Subtype Historical Average,2010/2011,56,HHS Region 3,9.15591397270293e-08
Dynamic Harmonic Model,2011/2012,56,HHS Region 3,0.999999798649749
Historical Average,2011/2012,56,HHS Region 3,7.60628993709695e-08
Subtype Historical Average,2011/2012,56,HHS Region 3,1.25287351209305e-07
Dynamic Harmonic Model,2012/2013,56,HHS Region 3,0.999999845558399
Historical Average,2012/2013,56,HHS Region 3,5.21881026093784e-08
Subtype Historical Average,2012/2013,56,HHS Region 3,1.02253498234895e-07
Dynamic Harmonic Model,2013/2014,56,HHS Region 3,0.999999919566743
Historical Average,2013/2014,56,HHS Region 3,5.35958818433062e-08
Subtype Historical Average,2013/2014,56,HHS Region 3,2.68373750740184e-08
Dynamic Harmonic Model,2014/2015,56,HHS Region 3,0.999999865033194
Historical Average,2014/2015,56,HHS Region 3,8.16544619401579e-08
Subtype Historical Average,2014/2015,56,HHS Region 3,5.33123438227924e-08
Dynamic Harmonic Model,2015/2016,56,HHS Region 3,0.999999894484113
Historical Average,2015/2016,56,HHS Region 3,4.24209577053885e-08
Subtype Historical Average,2015/2016,56,HHS Region 3,6.30949290071694e-08
Dynamic Harmonic Model,2016/2017,56,HHS Region 3,0.999999943166806
Historical Average,2016/2017,56,HHS Region 3,2.273387668885e-08
Subtype Historical Average,2016/2017,56,HHS Region 3,3.40993170334782e-08
Dynamic Harmonic Model,2017/2018,56,HHS Region 3,0.999999970102866
Historical Average,2017/2018,56,HHS Region 3,3.37714148821259e-09
Subtype Historical Average,2017/2018,56,HHS Region 3,2.65199924881561e-08
Dynamic Harmonic Model,2010/2011,57,HHS Region 3,0.999999910171672
Historical Average,2010/2011,57,HHS Region 3,3.32760841374595e-09
Subtype Historical Average,2010/2011,57,HHS Region 3,8.6500719502463e-08
Dynamic Harmonic Model,2011/2012,57,HHS Region 3,0.99999986131056
Historical Average,2011/2012,57,HHS Region 3,4.93368776660333e-09
Subtype Historical Average,2011/2012,57,HHS Region 3,1.33755752088388e-07
Dynamic Harmonic Model,2012/2013,57,HHS Region 3,0.999999898113949
Historical Average,2012/2013,57,HHS Region 3,3.14937991533693e-09
Subtype Historical Average,2012/2013,57,HHS Region 3,9.87366710211864e-08
Dynamic Harmonic Model,2013/2014,57,HHS Region 3,0.999999925668217
Historical Average,2013/2014,57,HHS Region 3,6.26453422443993e-09
Subtype Historical Average,2013/2014,57,HHS Region 3,6.80672490727739e-08
Dynamic Harmonic Model,2014/2015,57,HHS Region 3,0.999999980517161
Historical Average,2014/2015,57,HHS Region 3,5.00583701009914e-09
Subtype Historical Average,2014/2015,57,HHS Region 3,1.44770020393587e-08
Dynamic Harmonic Model,2015/2016,57,HHS Region 3,0.99999994808511
Historical Average,2015/2016,57,HHS Region 3,3.6876978625279e-09
Subtype Historical Average,2015/2016,57,HHS Region 3,4.82271924199466e-08
Dynamic Harmonic Model,2016/2017,57,HHS Region 3,0.999999943347156
Historical Average,2016/2017,57,HHS Region 3,3.32950922919931e-09
Subtype Historical Average,2016/2017,57,HHS Region 3,5.33233345881991e-08
Dynamic Harmonic Model,2017/2018,57,HHS Region 3,0.999999880529401
Historical Average,2017/2018,57,HHS Region 3,3.51978136477287e-09
Subtype Historical Average,2017/2018,57,HHS Region 3,1.15950817478997e-07
Dynamic Harmonic Model,2010/2011,58,HHS Region 3,0.999999964856523
Historical Average,2010/2011,58,HHS Region 3,3.78761066616933e-09
Subtype Historical Average,2010/2011,58,HHS Region 3,3.13558659197721e-08
Dynamic Harmonic Model,2011/2012,58,HHS Region 3,0.999999936266315
Historical Average,2011/2012,58,HHS Region 3,6.75461104652971e-09
Subtype Historical Average,2011/2012,58,HHS Region 3,5.69790734985009e-08
Dynamic Harmonic Model,2012/2013,58,HHS Region 3,0.99999994331428
Historical Average,2012/2013,58,HHS Region 3,5.61294665298295e-09
Subtype Historical Average,2012/2013,58,HHS Region 3,5.10727733722909e-08
Dynamic Harmonic Model,2013/2014,58,HHS Region 3,0.999999975145536
Historical Average,2013/2014,58,HHS Region 3,6.46659880396054e-09
Subtype Historical Average,2013/2014,58,HHS Region 3,1.8387865650302e-08
Dynamic Harmonic Model,2014/2015,58,HHS Region 3,0.999999975734955
Historical Average,2014/2015,58,HHS Region 3,5.87868545512125e-09
Subtype Historical Average,2014/2015,58,HHS Region 3,1.83863593154834e-08
Dynamic Harmonic Model,2015/2016,58,HHS Region 3,0.999999987347295
Historical Average,2015/2016,58,HHS Region 3,1.57361245269401e-09
Subtype Historical Average,2015/2016,58,HHS Region 3,1.10790925861298e-08
Dynamic Harmonic Model,2016/2017,58,HHS Region 3,0.999999957936068
Historical Average,2016/2017,58,HHS Region 3,4.71674082418973e-09
Subtype Historical Average,2016/2017,58,HHS Region 3,3.73471912389479e-08
Dynamic Harmonic Model,2017/2018,58,HHS Region 3,0.999999965111694
Historical Average,2017/2018,58,HHS Region 3,3.33072083089063e-09
Subtype Historical Average,2017/2018,58,HHS Region 3,3.15575851467178e-08
Dynamic Harmonic Model,2010/2011,59,HHS Region 3,0.999999716339074
Historical Average,2010/2011,59,HHS Region 3,2.60246123551875e-08
Subtype Historical Average,2010/2011,59,HHS Region 3,2.57636313392005e-07
Dynamic Harmonic Model,2011/2012,59,HHS Region 3,0.999999582085234
Historical Average,2011/2012,59,HHS Region 3,2.44496933980582e-08
Subtype Historical Average,2011/2012,59,HHS Region 3,3.93465072596813e-07
Dynamic Harmonic Model,2012/2013,59,HHS Region 3,0.999999609115052
Historical Average,2012/2013,59,HHS Region 3,1.98842816146544e-08
Subtype Historical Average,2012/2013,59,HHS Region 3,3.7100066604957e-07
Dynamic Harmonic Model,2013/2014,59,HHS Region 3,0.999999721762018
Historical Average,2013/2014,59,HHS Region 3,6.00220646542184e-08
Subtype Historical Average,2013/2014,59,HHS Region 3,2.18215917527264e-07
Dynamic Harmonic Model,2014/2015,59,HHS Region 3,0.99999976517688
Historical Average,2014/2015,59,HHS Region 3,3.79141622029008e-08
Subtype Historical Average,2014/2015,59,HHS Region 3,1.96908957509851e-07
Dynamic Harmonic Model,2015/2016,59,HHS Region 3,0.999999971728013
Historical Average,2015/2016,59,HHS Region 3,6.34961194454049e-09
Subtype Historical Average,2015/2016,59,HHS Region 3,2.19223747022314e-08
Dynamic Harmonic Model,2016/2017,59,HHS Region 3,0.999999744419318
Historical Average,2016/2017,59,HHS Region 3,2.51478974186306e-08
Subtype Historical Average,2016/2017,59,HHS Region 3,2.30432784197536e-07
Dynamic Harmonic Model,2017/2018,59,HHS Region 3,0.999999877349415
Historical Average,2017/2018,59,HHS Region 3,1.3829845129332e-08
Subtype Historical Average,2017/2018,59,HHS Region 3,1.08820740351816e-07
Dynamic Harmonic Model,2010/2011,60,HHS Region 3,0.999999955315811
Historical Average,2010/2011,60,HHS Region 3,9.67503494518742e-09
Subtype Historical Average,2010/2011,60,HHS Region 3,3.50091536346116e-08
Dynamic Harmonic Model,2011/2012,60,HHS Region 3,0.999999945624786
Historical Average,2011/2012,60,HHS Region 3,9.39362884343909e-09
Subtype Historical Average,2011/2012,60,HHS Region 3,4.49815855457115e-08
Dynamic Harmonic Model,2012/2013,60,HHS Region 3,0.999999932072661
Historical Average,2012/2013,60,HHS Region 3,1.06741398483595e-08
Subtype Historical Average,2012/2013,60,HHS Region 3,5.72531990632768e-08
Dynamic Harmonic Model,2013/2014,60,HHS Region 3,0.999999954645471
Historical Average,2013/2014,60,HHS Region 3,1.60461479664504e-08
Subtype Historical Average,2013/2014,60,HHS Region 3,2.930838120696e-08
Dynamic Harmonic Model,2014/2015,60,HHS Region 3,0.999999961442059
Historical Average,2014/2015,60,HHS Region 3,1.08063223146829e-08
Subtype Historical Average,2014/2015,60,HHS Region 3,2.77516191296654e-08
Dynamic Harmonic Model,2015/2016,60,HHS Region 3,0.999999965912156
Historical Average,2015/2016,60,HHS Region 3,7.64392351687545e-09
