component_model_id,season,location,target,weight
Historical Average,2017/2018,HHS Region 4,Season peak percentage,3.19515611523242e-06
Subtype Historical Average,2017/2018,HHS Region 4,Season onset,0.0800522900193243
Subtype Historical Average,2017/2018,HHS Region 4,Season peak week,0.0800522900193243
Subtype Historical Average,2017/2018,HHS Region 4,Season peak percentage,0.0800522900193243
Dynamic Harmonic Model,2010/2011,HHS Region 5,Season onset,0.7817563575562
Dynamic Harmonic Model,2010/2011,HHS Region 5,Season peak week,0.7817563575562
Dynamic Harmonic Model,2010/2011,HHS Region 5,Season peak percentage,0.7817563575562
Historical Average,2010/2011,HHS Region 5,Season onset,2.09430126238248e-06
Historical Average,2010/2011,HHS Region 5,Season peak week,2.09430126238248e-06
Historical Average,2010/2011,HHS Region 5,Season peak percentage,2.09430126238248e-06
Subtype Historical Average,2010/2011,HHS Region 5,Season onset,0.218241548142537
Subtype Historical Average,2010/2011,HHS Region 5,Season peak week,0.218241548142537
Subtype Historical Average,2010/2011,HHS Region 5,Season peak percentage,0.218241548142537
Dynamic Harmonic Model,2011/2012,HHS Region 5,Season onset,0.787705706263081
Dynamic Harmonic Model,2011/2012,HHS Region 5,Season peak week,0.787705706263081
Dynamic Harmonic Model,2011/2012,HHS Region 5,Season peak percentage,0.787705706263081
Historical Average,2011/2012,HHS Region 5,Season onset,6.11227518861057e-07
Historical Average,2011/2012,HHS Region 5,Season peak week,6.11227518861057e-07
Historical Average,2011/2012,HHS Region 5,Season peak percentage,6.11227518861057e-07
Subtype Historical Average,2011/2012,HHS Region 5,Season onset,0.2122936825094
Subtype Historical Average,2011/2012,HHS Region 5,Season peak week,0.2122936825094
Subtype Historical Average,2011/2012,HHS Region 5,Season peak percentage,0.2122936825094
Dynamic Harmonic Model,2012/2013,HHS Region 5,Season onset,0.789760609895825
Dynamic Harmonic Model,2012/2013,HHS Region 5,Season peak week,0.789760609895825
Dynamic Harmonic Model,2012/2013,HHS Region 5,Season peak percentage,0.789760609895825
Historical Average,2012/2013,HHS Region 5,Season onset,3.75661246038137e-06
Historical Average,2012/2013,HHS Region 5,Season peak week,3.75661246038137e-06
Historical Average,2012/2013,HHS Region 5,Season peak percentage,3.75661246038137e-06
Subtype Historical Average,2012/2013,HHS Region 5,Season onset,0.210235633491714
Subtype Historical Average,2012/2013,HHS Region 5,Season peak week,0.210235633491714
Subtype Historical Average,2012/2013,HHS Region 5,Season peak percentage,0.210235633491714
Dynamic Harmonic Model,2013/2014,HHS Region 5,Season onset,0.825333704149975
Dynamic Harmonic Model,2013/2014,HHS Region 5,Season peak week,0.825333704149975
Dynamic Harmonic Model,2013/2014,HHS Region 5,Season peak percentage,0.825333704149975
Historical Average,2013/2014,HHS Region 5,Season onset,1.13057039753341e-05
Historical Average,2013/2014,HHS Region 5,Season peak week,1.13057039753341e-05
Historical Average,2013/2014,HHS Region 5,Season peak percentage,1.13057039753341e-05
Subtype Historical Average,2013/2014,HHS Region 5,Season onset,0.17465499014605
Subtype Historical Average,2013/2014,HHS Region 5,Season peak week,0.17465499014605
Subtype Historical Average,2013/2014,HHS Region 5,Season peak percentage,0.17465499014605
Dynamic Harmonic Model,2014/2015,HHS Region 5,Season onset,0.795609203701145
Dynamic Harmonic Model,2014/2015,HHS Region 5,Season peak week,0.795609203701145
Dynamic Harmonic Model,2014/2015,HHS Region 5,Season peak percentage,0.795609203701145
Historical Average,2014/2015,HHS Region 5,Season onset,5.61592071932057e-05
Historical Average,2014/2015,HHS Region 5,Season peak week,5.61592071932057e-05
Historical Average,2014/2015,HHS Region 5,Season peak percentage,5.61592071932057e-05
Subtype Historical Average,2014/2015,HHS Region 5,Season onset,0.204334637091662
Subtype Historical Average,2014/2015,HHS Region 5,Season peak week,0.204334637091662
Subtype Historical Average,2014/2015,HHS Region 5,Season peak percentage,0.204334637091662
Dynamic Harmonic Model,2015/2016,HHS Region 5,Season onset,0.792660027175021
Dynamic Harmonic Model,2015/2016,HHS Region 5,Season peak week,0.792660027175021
Dynamic Harmonic Model,2015/2016,HHS Region 5,Season peak percentage,0.792660027175021
Historical Average,2015/2016,HHS Region 5,Season onset,2.26392503783777e-06
Historical Average,2015/2016,HHS Region 5,Season peak week,2.26392503783777e-06
Historical Average,2015/2016,HHS Region 5,Season peak percentage,2.26392503783777e-06
Subtype Historical Average,2015/2016,HHS Region 5,Season onset,0.207337708899941
Subtype Historical Average,2015/2016,HHS Region 5,Season peak week,0.207337708899941
Subtype Historical Average,2015/2016,HHS Region 5,Season peak percentage,0.207337708899941
Dynamic Harmonic Model,2016/2017,HHS Region 5,Season onset,0.752637219040717
Dynamic Harmonic Model,2016/2017,HHS Region 5,Season peak week,0.752637219040717
Dynamic Harmonic Model,2016/2017,HHS Region 5,Season peak percentage,0.752637219040717
Historical Average,2016/2017,HHS Region 5,Season onset,2.27145713386746e-06
Historical Average,2016/2017,HHS Region 5,Season peak week,2.27145713386746e-06
Historical Average,2016/2017,HHS Region 5,Season peak percentage,2.27145713386746e-06
Subtype Historical Average,2016/2017,HHS Region 5,Season onset,0.247360509502149
Subtype Historical Average,2016/2017,HHS Region 5,Season peak week,0.247360509502149
Subtype Historical Average,2016/2017,HHS Region 5,Season peak percentage,0.247360509502149
Dynamic Harmonic Model,2017/2018,HHS Region 5,Season onset,0.784778143575421
Dynamic Harmonic Model,2017/2018,HHS Region 5,Season peak week,0.784778143575421
Dynamic Harmonic Model,2017/2018,HHS Region 5,Season peak percentage,0.784778143575421
Historical Average,2017/2018,HHS Region 5,Season onset,1.33698211242585e-06
Historical Average,2017/2018,HHS Region 5,Season peak week,1.33698211242585e-06
Historical Average,2017/2018,HHS Region 5,Season peak percentage,1.33698211242585e-06
Subtype Historical Average,2017/2018,HHS Region 5,Season onset,0.215220519442466
Subtype Historical Average,2017/2018,HHS Region 5,Season peak week,0.215220519442466
Subtype Historical Average,2017/2018,HHS Region 5,Season peak percentage,0.215220519442466
Dynamic Harmonic Model,2010/2011,HHS Region 6,Season onset,0.935450190910492
Dynamic Harmonic Model,2010/2011,HHS Region 6,Season peak week,0.935450190910492
Dynamic Harmonic Model,2010/2011,HHS Region 6,Season peak percentage,0.935450190910492
Historical Average,2010/2011,HHS Region 6,Season onset,3.31580704247939e-06
Historical Average,2010/2011,HHS Region 6,Season peak week,3.31580704247939e-06
Historical Average,2010/2011,HHS Region 6,Season peak percentage,3.31580704247939e-06
Subtype Historical Average,2010/2011,HHS Region 6,Season onset,0.0645464932824659
Subtype Historical Average,2010/2011,HHS Region 6,Season peak week,0.0645464932824659
Subtype Historical Average,2010/2011,HHS Region 6,Season peak percentage,0.0645464932824659
Dynamic Harmonic Model,2011/2012,HHS Region 6,Season onset,0.904431866178936
Dynamic Harmonic Model,2011/2012,HHS Region 6,Season peak week,0.904431866178936
Dynamic Harmonic Model,2011/2012,HHS Region 6,Season peak percentage,0.904431866178936
Historical Average,2011/2012,HHS Region 6,Season onset,5.02626248589395e-06
Historical Average,2011/2012,HHS Region 6,Season peak week,5.02626248589395e-06
Historical Average,2011/2012,HHS Region 6,Season peak percentage,5.02626248589395e-06
Subtype Historical Average,2011/2012,HHS Region 6,Season onset,0.0955631075585785
Subtype Historical Average,2011/2012,HHS Region 6,Season peak week,0.0955631075585785
Subtype Historical Average,2011/2012,HHS Region 6,Season peak percentage,0.0955631075585785
Dynamic Harmonic Model,2012/2013,HHS Region 6,Season onset,0.933706219017356
Dynamic Harmonic Model,2012/2013,HHS Region 6,Season peak week,0.933706219017356
Dynamic Harmonic Model,2012/2013,HHS Region 6,Season peak percentage,0.933706219017356
Historical Average,2012/2013,HHS Region 6,Season onset,2.86746081697333e-06
Historical Average,2012/2013,HHS Region 6,Season peak week,2.86746081697333e-06
Historical Average,2012/2013,HHS Region 6,Season peak percentage,2.86746081697333e-06
Subtype Historical Average,2012/2013,HHS Region 6,Season onset,0.0662909135218269
Subtype Historical Average,2012/2013,HHS Region 6,Season peak week,0.0662909135218269
Subtype Historical Average,2012/2013,HHS Region 6,Season peak percentage,0.0662909135218269
Dynamic Harmonic Model,2013/2014,HHS Region 6,Season onset,0.936403281284079
Dynamic Harmonic Model,2013/2014,HHS Region 6,Season peak week,0.936403281284079
Dynamic Harmonic Model,2013/2014,HHS Region 6,Season peak percentage,0.936403281284079
Historical Average,2013/2014,HHS Region 6,Season onset,1.09125600449864e-05
Historical Average,2013/2014,HHS Region 6,Season peak week,1.09125600449864e-05
Historical Average,2013/2014,HHS Region 6,Season peak percentage,1.09125600449864e-05
Subtype Historical Average,2013/2014,HHS Region 6,Season onset,0.0635858061558762
Subtype Historical Average,2013/2014,HHS Region 6,Season peak week,0.0635858061558762
Subtype Historical Average,2013/2014,HHS Region 6,Season peak percentage,0.0635858061558762
Dynamic Harmonic Model,2014/2015,HHS Region 6,Season onset,0.969997326264925
Dynamic Harmonic Model,2014/2015,HHS Region 6,Season peak week,0.969997326264925
Dynamic Harmonic Model,2014/2015,HHS Region 6,Season peak percentage,0.969997326264925
Historical Average,2014/2015,HHS Region 6,Season onset,0.0297703773426181
Historical Average,2014/2015,HHS Region 6,Season peak week,0.0297703773426181
Historical Average,2014/2015,HHS Region 6,Season peak percentage,0.0297703773426181
Subtype Historical Average,2014/2015,HHS Region 6,Season onset,0.000232296392457174
Subtype Historical Average,2014/2015,HHS Region 6,Season peak week,0.000232296392457174
Subtype Historical Average,2014/2015,HHS Region 6,Season peak percentage,0.000232296392457174
Dynamic Harmonic Model,2015/2016,HHS Region 6,Season onset,0.945389460550707
Dynamic Harmonic Model,2015/2016,HHS Region 6,Season peak week,0.945389460550707
Dynamic Harmonic Model,2015/2016,HHS Region 6,Season peak percentage,0.945389460550707
Historical Average,2015/2016,HHS Region 6,Season onset,3.02671526808671e-06
Historical Average,2015/2016,HHS Region 6,Season peak week,3.02671526808671e-06
Historical Average,2015/2016,HHS Region 6,Season peak percentage,3.02671526808671e-06
Subtype Historical Average,2015/2016,HHS Region 6,Season onset,0.054607512734025
Subtype Historical Average,2015/2016,HHS Region 6,Season peak week,0.054607512734025
Subtype Historical Average,2015/2016,HHS Region 6,Season peak percentage,0.054607512734025
Dynamic Harmonic Model,2016/2017,HHS Region 6,Season onset,0.962007972378806
Dynamic Harmonic Model,2016/2017,HHS Region 6,Season peak week,0.962007972378806
Dynamic Harmonic Model,2016/2017,HHS Region 6,Season peak percentage,0.962007972378806
Historical Average,2016/2017,HHS Region 6,Season onset,7.80804046960891e-07
Historical Average,2016/2017,HHS Region 6,Season peak week,7.80804046960891e-07
Historical Average,2016/2017,HHS Region 6,Season peak percentage,7.80804046960891e-07
Subtype Historical Average,2016/2017,HHS Region 6,Season onset,0.0379912468171471
Subtype Historical Average,2016/2017,HHS Region 6,Season peak week,0.0379912468171471
Subtype Historical Average,2016/2017,HHS Region 6,Season peak percentage,0.0379912468171471
Dynamic Harmonic Model,2017/2018,HHS Region 6,Season onset,0.925051510290719
Dynamic Harmonic Model,2017/2018,HHS Region 6,Season peak week,0.925051510290719
Dynamic Harmonic Model,2017/2018,HHS Region 6,Season peak percentage,0.925051510290719
Historical Average,2017/2018,HHS Region 6,Season onset,3.81797063275979e-06
Historical Average,2017/2018,HHS Region 6,Season peak week,3.81797063275979e-06
Historical Average,2017/2018,HHS Region 6,Season peak percentage,3.81797063275979e-06
Subtype Historical Average,2017/2018,HHS Region 6,Season onset,0.0749446717386482
Subtype Historical Average,2017/2018,HHS Region 6,Season peak week,0.0749446717386482
Subtype Historical Average,2017/2018,HHS Region 6,Season peak percentage,0.0749446717386482
Dynamic Harmonic Model,2010/2011,HHS Region 7,Season onset,0.972501906757911
Dynamic Harmonic Model,2010/2011,HHS Region 7,Season peak week,0.972501906757911
Dynamic Harmonic Model,2010/2011,HHS Region 7,Season peak percentage,0.972501906757911
Historical Average,2010/2011,HHS Region 7,Season onset,3.16629804457604e-07
Historical Average,2010/2011,HHS Region 7,Season peak week,3.16629804457604e-07
Historical Average,2010/2011,HHS Region 7,Season peak percentage,3.16629804457604e-07
Subtype Historical Average,2010/2011,HHS Region 7,Season onset,0.0274977766122843
Subtype Historical Average,2010/2011,HHS Region 7,Season peak week,0.0274977766122843
Subtype Historical Average,2010/2011,HHS Region 7,Season peak percentage,0.0274977766122843
Dynamic Harmonic Model,2011/2012,HHS Region 7,Season onset,0.971984559914517
Dynamic Harmonic Model,2011/2012,HHS Region 7,Season peak week,0.971984559914517
Dynamic Harmonic Model,2011/2012,HHS Region 7,Season peak percentage,0.971984559914517
Historical Average,2011/2012,HHS Region 7,Season onset,3.07030843342593e-07
Historical Average,2011/2012,HHS Region 7,Season peak week,3.07030843342593e-07
Historical Average,2011/2012,HHS Region 7,Season peak percentage,3.07030843342593e-07
Subtype Historical Average,2011/2012,HHS Region 7,Season onset,0.0280151330546397
Subtype Historical Average,2011/2012,HHS Region 7,Season peak week,0.0280151330546397
Subtype Historical Average,2011/2012,HHS Region 7,Season peak percentage,0.0280151330546397
Dynamic Harmonic Model,2012/2013,HHS Region 7,Season onset,0.977684918959901
Dynamic Harmonic Model,2012/2013,HHS Region 7,Season peak week,0.977684918959901
Dynamic Harmonic Model,2012/2013,HHS Region 7,Season peak percentage,0.977684918959901
Historical Average,2012/2013,HHS Region 7,Season onset,4.57805628640057e-07
Historical Average,2012/2013,HHS Region 7,Season peak week,4.57805628640057e-07
Historical Average,2012/2013,HHS Region 7,Season peak percentage,4.57805628640057e-07
Subtype Historical Average,2012/2013,HHS Region 7,Season onset,0.02231462323447
Subtype Historical Average,2012/2013,HHS Region 7,Season peak week,0.02231462323447
Subtype Historical Average,2012/2013,HHS Region 7,Season peak percentage,0.02231462323447
Dynamic Harmonic Model,2013/2014,HHS Region 7,Season onset,0.976396247612376
Dynamic Harmonic Model,2013/2014,HHS Region 7,Season peak week,0.976396247612376
Dynamic Harmonic Model,2013/2014,HHS Region 7,Season peak percentage,0.976396247612376
Historical Average,2013/2014,HHS Region 7,Season onset,6.45587967345777e-07
Historical Average,2013/2014,HHS Region 7,Season peak week,6.45587967345777e-07
Historical Average,2013/2014,HHS Region 7,Season peak percentage,6.45587967345777e-07
Subtype Historical Average,2013/2014,HHS Region 7,Season onset,0.0236031067996567
Subtype Historical Average,2013/2014,HHS Region 7,Season peak week,0.0236031067996567
Subtype Historical Average,2013/2014,HHS Region 7,Season peak percentage,0.0236031067996567
Dynamic Harmonic Model,2014/2015,HHS Region 7,Season onset,0.979043265812222
Dynamic Harmonic Model,2014/2015,HHS Region 7,Season peak week,0.979043265812222
Dynamic Harmonic Model,2014/2015,HHS Region 7,Season peak percentage,0.979043265812222
Historical Average,2014/2015,HHS Region 7,Season onset,4.92632485666957e-07
Historical Average,2014/2015,HHS Region 7,Season peak week,4.92632485666957e-07
Historical Average,2014/2015,HHS Region 7,Season peak percentage,4.92632485666957e-07
Subtype Historical Average,2014/2015,HHS Region 7,Season onset,0.0209562415552921
Subtype Historical Average,2014/2015,HHS Region 7,Season peak week,0.0209562415552921
Subtype Historical Average,2014/2015,HHS Region 7,Season peak percentage,0.0209562415552921
Dynamic Harmonic Model,2015/2016,HHS Region 7,Season onset,0.971819760355798
Dynamic Harmonic Model,2015/2016,HHS Region 7,Season peak week,0.971819760355798
Dynamic Harmonic Model,2015/2016,HHS Region 7,Season peak percentage,0.971819760355798
Historical Average,2015/2016,HHS Region 7,Season onset,2.24539078342993e-07
Historical Average,2015/2016,HHS Region 7,Season peak week,2.24539078342993e-07
Historical Average,2015/2016,HHS Region 7,Season peak percentage,2.24539078342993e-07
Subtype Historical Average,2015/2016,HHS Region 7,Season onset,0.0281800151051233
Subtype Historical Average,2015/2016,HHS Region 7,Season peak week,0.0281800151051233
Subtype Historical Average,2015/2016,HHS Region 7,Season peak percentage,0.0281800151051233
Dynamic Harmonic Model,2016/2017,HHS Region 7,Season onset,0.970876089173775
Dynamic Harmonic Model,2016/2017,HHS Region 7,Season peak week,0.970876089173775
Dynamic Harmonic Model,2016/2017,HHS Region 7,Season peak percentage,0.970876089173775
Historical Average,2016/2017,HHS Region 7,Season onset,3.16910720388704e-07
Historical Average,2016/2017,HHS Region 7,Season peak week,3.16910720388704e-07
Historical Average,2016/2017,HHS Region 7,Season peak percentage,3.16910720388704e-07
Subtype Historical Average,2016/2017,HHS Region 7,Season onset,0.0291235939155044
Subtype Historical Average,2016/2017,HHS Region 7,Season peak week,0.0291235939155044
Subtype Historical Average,2016/2017,HHS Region 7,Season peak percentage,0.0291235939155044
Dynamic Harmonic Model,2017/2018,HHS Region 7,Season onset,0.983705978205382
Dynamic Harmonic Model,2017/2018,HHS Region 7,Season peak week,0.983705978205382
Dynamic Harmonic Model,2017/2018,HHS Region 7,Season peak percentage,0.983705978205382
Historical Average,2017/2018,HHS Region 7,Season onset,2.42950621216522e-07
Historical Average,2017/2018,HHS Region 7,Season peak week,2.42950621216522e-07
Historical Average,2017/2018,HHS Region 7,Season peak percentage,2.42950621216522e-07
Subtype Historical Average,2017/2018,HHS Region 7,Season onset,0.0162937788439965
Subtype Historical Average,2017/2018,HHS Region 7,Season peak week,0.0162937788439965
Subtype Historical Average,2017/2018,HHS Region 7,Season peak percentage,0.0162937788439965
Dynamic Harmonic Model,2010/2011,HHS Region 8,Season onset,0.932676275393978
Dynamic Harmonic Model,2010/2011,HHS Region 8,Season peak week,0.932676275393978
Dynamic Harmonic Model,2010/2011,HHS Region 8,Season peak percentage,0.932676275393978
Historical Average,2010/2011,HHS Region 8,Season onset,1.25210812855099e-06
Historical Average,2010/2011,HHS Region 8,Season peak week,1.25210812855099e-06
Historical Average,2010/2011,HHS Region 8,Season peak percentage,1.25210812855099e-06
Subtype Historical Average,2010/2011,HHS Region 8,Season onset,0.0673224724978935
Subtype Historical Average,2010/2011,HHS Region 8,Season peak week,0.0673224724978935
Subtype Historical Average,2010/2011,HHS Region 8,Season peak percentage,0.0673224724978935
Dynamic Harmonic Model,2011/2012,HHS Region 8,Season onset,0.92454386103445
Dynamic Harmonic Model,2011/2012,HHS Region 8,Season peak week,0.92454386103445
Dynamic Harmonic Model,2011/2012,HHS Region 8,Season peak percentage,0.92454386103445
Historical Average,2011/2012,HHS Region 8,Season onset,8.49309907396076e-07
Historical Average,2011/2012,HHS Region 8,Season peak week,8.49309907396076e-07
Historical Average,2011/2012,HHS Region 8,Season peak percentage,8.49309907396076e-07
Subtype Historical Average,2011/2012,HHS Region 8,Season onset,0.0754552896556424
Subtype Historical Average,2011/2012,HHS Region 8,Season peak week,0.0754552896556424
Subtype Historical Average,2011/2012,HHS Region 8,Season peak percentage,0.0754552896556424
Dynamic Harmonic Model,2012/2013,HHS Region 8,Season onset,0.938657696580102
Dynamic Harmonic Model,2012/2013,HHS Region 8,Season peak week,0.938657696580102
Dynamic Harmonic Model,2012/2013,HHS Region 8,Season peak percentage,0.938657696580102
Historical Average,2012/2013,HHS Region 8,Season onset,1.39981250919766e-06
Historical Average,2012/2013,HHS Region 8,Season peak week,1.39981250919766e-06
Historical Average,2012/2013,HHS Region 8,Season peak percentage,1.39981250919766e-06
Subtype Historical Average,2012/2013,HHS Region 8,Season onset,0.0613409036073893
Subtype Historical Average,2012/2013,HHS Region 8,Season peak week,0.0613409036073893
Subtype Historical Average,2012/2013,HHS Region 8,Season peak percentage,0.0613409036073893
Dynamic Harmonic Model,2013/2014,HHS Region 8,Season onset,0.935172245060963
Dynamic Harmonic Model,2013/2014,HHS Region 8,Season peak week,0.935172245060963
Dynamic Harmonic Model,2013/2014,HHS Region 8,Season peak percentage,0.935172245060963
Historical Average,2013/2014,HHS Region 8,Season onset,2.00013573648409e-06
Historical Average,2013/2014,HHS Region 8,Season peak week,2.00013573648409e-06
Historical Average,2013/2014,HHS Region 8,Season peak percentage,2.00013573648409e-06
Subtype Historical Average,2013/2014,HHS Region 8,Season onset,0.0648257548033008
Subtype Historical Average,2013/2014,HHS Region 8,Season peak week,0.0648257548033008
Subtype Historical Average,2013/2014,HHS Region 8,Season peak percentage,0.0648257548033008
Dynamic Harmonic Model,2014/2015,HHS Region 8,Season onset,0.999999965088752
Dynamic Harmonic Model,2014/2015,HHS Region 8,Season peak week,0.999999965088752
Dynamic Harmonic Model,2014/2015,HHS Region 8,Season peak percentage,0.999999965088752
Historical Average,2014/2015,HHS Region 8,Season onset,2.69296372504465e-09
Historical Average,2014/2015,HHS Region 8,Season peak week,2.69296372504465e-09
Historical Average,2014/2015,HHS Region 8,Season peak percentage,2.69296372504465e-09
Subtype Historical Average,2014/2015,HHS Region 8,Season onset,3.22182847777141e-08
Subtype Historical Average,2014/2015,HHS Region 8,Season peak week,3.22182847777141e-08
Subtype Historical Average,2014/2015,HHS Region 8,Season peak percentage,3.22182847777141e-08
Dynamic Harmonic Model,2015/2016,HHS Region 8,Season onset,0.940636184126995
Dynamic Harmonic Model,2015/2016,HHS Region 8,Season peak week,0.940636184126995
Dynamic Harmonic Model,2015/2016,HHS Region 8,Season peak percentage,0.940636184126995
Historical Average,2015/2016,HHS Region 8,Season onset,2.02660490626534e-06
Historical Average,2015/2016,HHS Region 8,Season peak week,2.02660490626534e-06
Historical Average,2015/2016,HHS Region 8,Season peak percentage,2.02660490626534e-06
Subtype Historical Average,2015/2016,HHS Region 8,Season onset,0.0593617892680989
Subtype Historical Average,2015/2016,HHS Region 8,Season peak week,0.0593617892680989
Subtype Historical Average,2015/2016,HHS Region 8,Season peak percentage,0.0593617892680989
Dynamic Harmonic Model,2016/2017,HHS Region 8,Season onset,0.933600570232477
Dynamic Harmonic Model,2016/2017,HHS Region 8,Season peak week,0.933600570232477
Dynamic Harmonic Model,2016/2017,HHS Region 8,Season peak percentage,0.933600570232477
Historical Average,2016/2017,HHS Region 8,Season onset,1.29692227518536e-06
Historical Average,2016/2017,HHS Region 8,Season peak week,1.29692227518536e-06
Historical Average,2016/2017,HHS Region 8,Season peak percentage,1.29692227518536e-06
Subtype Historical Average,2016/2017,HHS Region 8,Season onset,0.0663981328452481
Subtype Historical Average,2016/2017,HHS Region 8,Season peak week,0.0663981328452481
Subtype Historical Average,2016/2017,HHS Region 8,Season peak percentage,0.0663981328452481
Dynamic Harmonic Model,2017/2018,HHS Region 8,Season onset,0.933611535588745
Dynamic Harmonic Model,2017/2018,HHS Region 8,Season peak week,0.933611535588745
Dynamic Harmonic Model,2017/2018,HHS Region 8,Season peak percentage,0.933611535588745
Historical Average,2017/2018,HHS Region 8,Season onset,1.28464784093799e-06
Historical Average,2017/2018,HHS Region 8,Season peak week,1.28464784093799e-06
Historical Average,2017/2018,HHS Region 8,Season peak percentage,1.28464784093799e-06
Subtype Historical Average,2017/2018,HHS Region 8,Season onset,0.0663871797634136
Subtype Historical Average,2017/2018,HHS Region 8,Season peak week,0.0663871797634136
Subtype Historical Average,2017/2018,HHS Region 8,Season peak percentage,0.0663871797634136
Dynamic Harmonic Model,2010/2011,HHS Region 9,Season onset,0.886912566384439
Dynamic Harmonic Model,2010/2011,HHS Region 9,Season peak week,0.886912566384439
Dynamic Harmonic Model,2010/2011,HHS Region 9,Season peak percentage,0.886912566384439
Historical Average,2010/2011,HHS Region 9,Season onset,0.00273917458188444
Historical Average,2010/2011,HHS Region 9,Season peak week,0.00273917458188444
Historical Average,2010/2011,HHS Region 9,Season peak percentage,0.00273917458188444
Subtype Historical Average,2010/2011,HHS Region 9,Season onset,0.110348259033677
Subtype Historical Average,2010/2011,HHS Region 9,Season peak week,0.110348259033677
Subtype Historical Average,2010/2011,HHS Region 9,Season peak percentage,0.110348259033677
Dynamic Harmonic Model,2011/2012,HHS Region 9,Season onset,0.813986439458764
Dynamic Harmonic Model,2011/2012,HHS Region 9,Season peak week,0.813986439458764
Dynamic Harmonic Model,2011/2012,HHS Region 9,Season peak percentage,0.813986439458764
Historical Average,2011/2012,HHS Region 9,Season onset,0.000312974334448617
Historical Average,2011/2012,HHS Region 9,Season peak week,0.000312974334448617
Historical Average,2011/2012,HHS Region 9,Season peak percentage,0.000312974334448617
Subtype Historical Average,2011/2012,HHS Region 9,Season onset,0.185700586206787
Subtype Historical Average,2011/2012,HHS Region 9,Season peak week,0.185700586206787
Subtype Historical Average,2011/2012,HHS Region 9,Season peak percentage,0.185700586206787
Dynamic Harmonic Model,2012/2013,HHS Region 9,Season onset,0.896561246176433
Dynamic Harmonic Model,2012/2013,HHS Region 9,Season peak week,0.896561246176433
Dynamic Harmonic Model,2012/2013,HHS Region 9,Season peak percentage,0.896561246176433
Historical Average,2012/2013,HHS Region 9,Season onset,1.03715373226867e-05
Historical Average,2012/2013,HHS Region 9,Season peak week,1.03715373226867e-05
Historical Average,2012/2013,HHS Region 9,Season peak percentage,1.03715373226867e-05
Subtype Historical Average,2012/2013,HHS Region 9,Season onset,0.103428382286245
Subtype Historical Average,2012/2013,HHS Region 9,Season peak week,0.103428382286245
Subtype Historical Average,2012/2013,HHS Region 9,Season peak percentage,0.103428382286245
Dynamic Harmonic Model,2013/2014,HHS Region 9,Season onset,0.840116737486081
Dynamic Harmonic Model,2013/2014,HHS Region 9,Season peak week,0.840116737486081
Dynamic Harmonic Model,2013/2014,HHS Region 9,Season peak percentage,0.840116737486081
Historical Average,2013/2014,HHS Region 9,Season onset,0.159440125121821
Historical Average,2013/2014,HHS Region 9,Season peak week,0.159440125121821
Historical Average,2013/2014,HHS Region 9,Season peak percentage,0.159440125121821
Subtype Historical Average,2013/2014,HHS Region 9,Season onset,0.000443137392097845
Subtype Historical Average,2013/2014,HHS Region 9,Season peak week,0.000443137392097845
Subtype Historical Average,2013/2014,HHS Region 9,Season peak percentage,0.000443137392097845
Dynamic Harmonic Model,2014/2015,HHS Region 9,Season onset,0.842637505251354
Dynamic Harmonic Model,2014/2015,HHS Region 9,Season peak week,0.842637505251354
Dynamic Harmonic Model,2014/2015,HHS Region 9,Season peak percentage,0.842637505251354
Historical Average,2014/2015,HHS Region 9,Season onset,0.00698711115077718
Historical Average,2014/2015,HHS Region 9,Season peak week,0.00698711115077718
Historical Average,2014/2015,HHS Region 9,Season peak percentage,0.00698711115077718
Subtype Historical Average,2014/2015,HHS Region 9,Season onset,0.150375383597869
Subtype Historical Average,2014/2015,HHS Region 9,Season peak week,0.150375383597869
Subtype Historical Average,2014/2015,HHS Region 9,Season peak percentage,0.150375383597869
Dynamic Harmonic Model,2015/2016,HHS Region 9,Season onset,0.876239197340158
Dynamic Harmonic Model,2015/2016,HHS Region 9,Season peak week,0.876239197340158
Dynamic Harmonic Model,2015/2016,HHS Region 9,Season peak percentage,0.876239197340158
Historical Average,2015/2016,HHS Region 9,Season onset,0.123541690169232
Historical Average,2015/2016,HHS Region 9,Season peak week,0.123541690169232
Historical Average,2015/2016,HHS Region 9,Season peak percentage,0.123541690169232
Subtype Historical Average,2015/2016,HHS Region 9,Season onset,0.000219112490610038
Subtype Historical Average,2015/2016,HHS Region 9,Season peak week,0.000219112490610038
Subtype Historical Average,2015/2016,HHS Region 9,Season peak percentage,0.000219112490610038
Dynamic Harmonic Model,2016/2017,HHS Region 9,Season onset,0.858589207848384
Dynamic Harmonic Model,2016/2017,HHS Region 9,Season peak week,0.858589207848384
Dynamic Harmonic Model,2016/2017,HHS Region 9,Season peak percentage,0.858589207848384
Historical Average,2016/2017,HHS Region 9,Season onset,0.000128678390372565
Historical Average,2016/2017,HHS Region 9,Season peak week,0.000128678390372565
Historical Average,2016/2017,HHS Region 9,Season peak percentage,0.000128678390372565
Subtype Historical Average,2016/2017,HHS Region 9,Season onset,0.141282113761244
Subtype Historical Average,2016/2017,HHS Region 9,Season peak week,0.141282113761244
Subtype Historical Average,2016/2017,HHS Region 9,Season peak percentage,0.141282113761244
Dynamic Harmonic Model,2017/2018,HHS Region 9,Season onset,0.867201648052564
Dynamic Harmonic Model,2017/2018,HHS Region 9,Season peak week,0.867201648052564
