component_model_id,season,location,target,weight
Historical Average,2018/2019,Delaware,1 wk ahead,2.08320153777994e-08
Subtype Historical Average,2018/2019,Delaware,1 wk ahead,3.81414644120905e-08
Dynamic Harmonic Model,2018/2019,Maryland,1 wk ahead,0.999999601438686
Historical Average,2018/2019,Maryland,1 wk ahead,2.88072168518637e-07
Subtype Historical Average,2018/2019,Maryland,1 wk ahead,1.10489145338236e-07
Dynamic Harmonic Model,2018/2019,Pennsylvania,1 wk ahead,0.99999984532426
Historical Average,2018/2019,Pennsylvania,1 wk ahead,1.73726005203594e-08
Subtype Historical Average,2018/2019,Pennsylvania,1 wk ahead,1.37303139262147e-07
Dynamic Harmonic Model,2018/2019,Virginia,1 wk ahead,0.953979932033771
Historical Average,2018/2019,Virginia,1 wk ahead,0.000172208883800075
Subtype Historical Average,2018/2019,Virginia,1 wk ahead,0.0458478590824291
Dynamic Harmonic Model,2018/2019,West Virginia,1 wk ahead,0.999999941614851
Historical Average,2018/2019,West Virginia,1 wk ahead,3.86891203796853e-08
Subtype Historical Average,2018/2019,West Virginia,1 wk ahead,1.9696028408209e-08
Dynamic Harmonic Model,2018/2019,Delaware,2 wk ahead,0.999999818997365
Historical Average,2018/2019,Delaware,2 wk ahead,7.51372456563988e-08
Subtype Historical Average,2018/2019,Delaware,2 wk ahead,1.05865389461414e-07
Dynamic Harmonic Model,2018/2019,Maryland,2 wk ahead,0.999997145879653
Historical Average,2018/2019,Maryland,2 wk ahead,2.46020445812124e-06
Subtype Historical Average,2018/2019,Maryland,2 wk ahead,3.93915888982032e-07
Dynamic Harmonic Model,2018/2019,Pennsylvania,2 wk ahead,0.898695735859376
Historical Average,2018/2019,Pennsylvania,2 wk ahead,0.000537502150845441
Subtype Historical Average,2018/2019,Pennsylvania,2 wk ahead,0.100766761989779
Dynamic Harmonic Model,2018/2019,Virginia,2 wk ahead,0.932032819340392
Historical Average,2018/2019,Virginia,2 wk ahead,3.94909570945114e-05
Subtype Historical Average,2018/2019,Virginia,2 wk ahead,0.0679276897025134
Dynamic Harmonic Model,2018/2019,West Virginia,2 wk ahead,0.999999115814962
Historical Average,2018/2019,West Virginia,2 wk ahead,8.55469684225722e-07
Subtype Historical Average,2018/2019,West Virginia,2 wk ahead,2.87153533046222e-08
Dynamic Harmonic Model,2018/2019,Delaware,3 wk ahead,0.983749386814233
Historical Average,2018/2019,Delaware,3 wk ahead,5.29632634843927e-06
Subtype Historical Average,2018/2019,Delaware,3 wk ahead,0.0162453168594184
Dynamic Harmonic Model,2018/2019,Maryland,3 wk ahead,0.999991053226385
Historical Average,2018/2019,Maryland,3 wk ahead,8.59172972899943e-06
Subtype Historical Average,2018/2019,Maryland,3 wk ahead,3.55043885512459e-07
Dynamic Harmonic Model,2018/2019,Pennsylvania,3 wk ahead,0.808735328681465
Historical Average,2018/2019,Pennsylvania,3 wk ahead,0.0431401095800802
Subtype Historical Average,2018/2019,Pennsylvania,3 wk ahead,0.148124561738455
Dynamic Harmonic Model,2018/2019,Virginia,3 wk ahead,0.922677510342258
Historical Average,2018/2019,Virginia,3 wk ahead,5.10639170101656e-05
Subtype Historical Average,2018/2019,Virginia,3 wk ahead,0.0772714257407322
Dynamic Harmonic Model,2018/2019,West Virginia,3 wk ahead,0.929491658798141
Historical Average,2018/2019,West Virginia,3 wk ahead,0.0704358188548381
Subtype Historical Average,2018/2019,West Virginia,3 wk ahead,7.25223470209479e-05
Dynamic Harmonic Model,2018/2019,Delaware,4 wk ahead,0.999999241726888
Historical Average,2018/2019,Delaware,4 wk ahead,4.27090522022536e-08
Subtype Historical Average,2018/2019,Delaware,4 wk ahead,7.15564059999474e-07
Dynamic Harmonic Model,2018/2019,Maryland,4 wk ahead,0.999983249930066
Historical Average,2018/2019,Maryland,4 wk ahead,1.65949370817482e-05
Subtype Historical Average,2018/2019,Maryland,4 wk ahead,1.55132852283256e-07
Dynamic Harmonic Model,2018/2019,Pennsylvania,4 wk ahead,0.828480159741935
Historical Average,2018/2019,Pennsylvania,4 wk ahead,0.000215260484688761
Subtype Historical Average,2018/2019,Pennsylvania,4 wk ahead,0.171304579773376
Dynamic Harmonic Model,2018/2019,Virginia,4 wk ahead,0.899680773786912
Historical Average,2018/2019,Virginia,4 wk ahead,0.000145848885781106
Subtype Historical Average,2018/2019,Virginia,4 wk ahead,0.100173377327307
Dynamic Harmonic Model,2018/2019,West Virginia,4 wk ahead,0.860547792996115
Historical Average,2018/2019,West Virginia,4 wk ahead,0.139372977812865
Subtype Historical Average,2018/2019,West Virginia,4 wk ahead,7.92291910210083e-05
Dynamic Harmonic Model,2018/2019,Delaware,Season peak percentage,0.973482099942145
Historical Average,2018/2019,Delaware,Season peak percentage,0.0265162961960205
Subtype Historical Average,2018/2019,Delaware,Season peak percentage,1.60386183482883e-06
Dynamic Harmonic Model,2018/2019,Maryland,Season peak percentage,0.916158458928079
Historical Average,2018/2019,Maryland,Season peak percentage,0.0838393081392053
Subtype Historical Average,2018/2019,Maryland,Season peak percentage,2.23293271566027e-06
Dynamic Harmonic Model,2018/2019,Pennsylvania,Season peak percentage,0.671412239245587
Historical Average,2018/2019,Pennsylvania,Season peak percentage,0.17834196327251
Subtype Historical Average,2018/2019,Pennsylvania,Season peak percentage,0.150245797481903
Dynamic Harmonic Model,2018/2019,Virginia,Season peak percentage,0.999991511389737
Historical Average,2018/2019,Virginia,Season peak percentage,8.48597781593087e-06
Subtype Historical Average,2018/2019,Virginia,Season peak percentage,2.632447225363e-09
Dynamic Harmonic Model,2018/2019,West Virginia,Season peak percentage,0.989213837658968
Historical Average,2018/2019,West Virginia,Season peak percentage,0.0107843600375888
Subtype Historical Average,2018/2019,West Virginia,Season peak percentage,1.80230344345428e-06
Dynamic Harmonic Model,2018/2019,Delaware,Season peak week,0.999999990015382
Historical Average,2018/2019,Delaware,Season peak week,5.15084476054049e-09
Subtype Historical Average,2018/2019,Delaware,Season peak week,4.83377322737632e-09
Dynamic Harmonic Model,2018/2019,Maryland,Season peak week,0.762606425690654
Historical Average,2018/2019,Maryland,Season peak week,0.237392406086172
Subtype Historical Average,2018/2019,Maryland,Season peak week,1.16822317469173e-06
Dynamic Harmonic Model,2018/2019,Pennsylvania,Season peak week,0.999999968316676
Historical Average,2018/2019,Pennsylvania,Season peak week,9.68488989720394e-09
Subtype Historical Average,2018/2019,Pennsylvania,Season peak week,2.19984340128194e-08
Dynamic Harmonic Model,2018/2019,Virginia,Season peak week,0.99999998511953
Historical Average,2018/2019,Virginia,Season peak week,7.9169699073775e-10
Subtype Historical Average,2018/2019,Virginia,Season peak week,1.40887731327038e-08
Dynamic Harmonic Model,2018/2019,West Virginia,Season peak week,0.634293155218951
Historical Average,2018/2019,West Virginia,Season peak week,0.365694088206362
Subtype Historical Average,2018/2019,West Virginia,Season peak week,1.27565746863199e-05
